Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
33399049,"R for Data Science: Import, Tidy, Transform, Visualize, and Model Data",Hadley Wickham,"Wickham, Hadley",Garrett Grolemund,"=""""","=""""",5,4.60,O'Reilly Media,Kindle Edition,522,2016,2016,,2020/08/25,"nonfiction, science","nonfiction (#371), science (#224)",read,,,,1,,,0,,,,,
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",5,4.05,Random House Trade Paperbacks,Paperback,297,2002,2001,2020/08/30,2017/04/13,"kindle, biology, nonfiction, science, library","kindle (#194), biology (#76), nonfiction (#205), science (#158), library (#176)",read,,,,1,,,0,,,,,
2248573,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",0,4.06,Alfred A. Knopf,Hardcover,748,2008,2008,,2014/02/09,"fiction, kindle, currently-reading","fiction (#66), kindle (#80), currently-reading (#2)",currently-reading,,,,1,,,0,,,,,
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",3,3.99,Knopf Books for Young Readers,Paperback,704,2007,2005,2020/08/29,2014/02/09,"fiction, kindle","fiction (#68), kindle (#79)",read,,,,1,,,0,,,,,
49194298,The Nature of Nature: Why We Need the Wild,Enric Sala,"Sala, Enric","Charles, Prince of Wales, Edward O. Wilson","=""1426221010""","=""9781426221019""",0,4.50,National Geographic Society,Hardcover,256,2020,2020,,2020/08/29,"to-read, biology, learning, new, nonfiction, science","to-read (#542), biology (#116), learning (#112), new (#74), nonfiction (#374), science (#225)",to-read,,,,0,,,0,,,,,
38589832,Accessory to War: The Unspoken Alliance Between Astrophysics and the Military,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Avis Lang,"=""0393064441""","=""9780393064445""",0,3.57,W. W. Norton  Company,Hardcover,576,2018,2018,,2018/09/10,"to-read, history, history-of-science, neil-degrasse-tyson, nonfiction, science, space, library","to-read (#463), history (#125), history-of-science (#69), neil-degrasse-tyson (#11), nonfiction (#278), science (#188), space (#52), library (#179)",to-read,,,,0,,,0,,,,,
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",0,3.57,Penguin,Paperback,306,2003,1726,,2015/01/05,"classics, highly-recommended, fiction, to-read, neil-degrasse-tyson, kindle","classics (#82), highly-recommended (#22), fiction (#230), to-read (#255), neil-degrasse-tyson (#3), kindle (#136)",to-read,,,,0,,,0,,,,,
28862,The Prince,Niccolò Machiavelli,"Machiavelli, Niccolò","Rufus Goodwin, Benjamin Martinez","=""0937832383""","=""9780937832387""",0,3.82,Dante University of America Press,Paperback,140,2003,1532,,2015/01/05,"highly-recommended, to-read, neil-degrasse-tyson, classics, library, nonfiction","highly-recommended (#25), to-read (#257), neil-degrasse-tyson (#7), classics (#107), library (#178), nonfiction (#373)",to-read,,,,0,,,0,,,,,
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,"Brosh, Allie",,"=""1451666179""","=""9781451666175""",0,4.15,Gallery Books,Paperback,371,2013,2013,,2015/05/31,"nonfiction, humor, to-read, highly-recommended, library","nonfiction (#112), humor (#5), to-read (#308), highly-recommended (#37), library (#177)",to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Francis Scott Fitzgerald,"=""""","=""""",5,3.92,Scribner,Paperback,200,2004,1925,2014/06/20,2014/02/09,"top-100-lifetime, fiction, made-into-movie, classics, kindle, bbc, banned, short-classics, favorites, want-to-own","top-100-lifetime (#1), fiction (#1), made-into-movie (#1), classics (#1), kindle (#23), bbc (#83), banned (#4), short-classics (#3), favorites (#2), want-to-own (#3)",read,,,,1,,,0,,,,,
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",5,4.17,"Little, Brown and Company",Hardcover,295,2013,2013,2016/09/05,2014/02/09,"science, space, nonfiction, kindle, biography, favorites, st-thomas","science (#86), space (#15), nonfiction (#98), kindle (#83), biography (#43), favorites (#14), st-thomas (#48)",read,,,,1,,,0,,,,,
17204679,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,"=""""","=""""",5,4.36,Beacon Press,Kindle Edition,188,2006,1946,2018/05/27,2014/02/09,"top-100-lifetime, biography, history, nonfiction, philosophy, munger, kindle, favorites, want-to-own","top-100-lifetime (#75), biography (#42), history (#75), nonfiction (#165), philosophy (#10), munger (#12), kindle (#265), favorites (#55), want-to-own (#2)",read,"Viktor Frankl describes in detail the horrors of a concentration camp from the perspective of a survivor, yet somehow also as an objective psychologist forming a theory on humanity’s search for meaning in life. The result is a unique view of this horrifying part of history that educates and makes the reader reconsider how their own experiences relate to perceived purpose in life.",,,1,,,0,,,,,
13642916,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352153""","=""9780307352156""",5,4.06,Broadway Books,Paperback,352,2013,2012,,2014/04/15,"favorites, st-thomas","favorites (#33), st-thomas (#47)",read,,,,1,,,0,,,,,
43852758,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""0525537090""","=""9780525537090""",0,4.19,Riverhead Books,Hardcover,320,2019,2019,,2020/08/28,"want-to-own, humor","want-to-own (#1), humor (#40)",read,,,,0,,,0,,,,,
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",4,4.20,Basic Books,Hardcover,448,2019,2019,2020/08/26,2019/12/04,"new, nonfiction, science, library","new (#57), nonfiction (#336), science (#211), library (#168)",read,,,,1,,,0,,,,,
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",0,4.12,Free Press,Paperback,372,2004,1989,,2014/02/09,"to-read, library, nonfiction, self-help","to-read (#114), library (#175), nonfiction (#372), self-help (#27)",to-read,,,,0,,,0,,,,,
25109947,Lovecraft Country,Matt Ruff,"Ruff, Matt",,"=""0062292080""","=""9780062292087""",0,4.06,Harper,ebook,329,2016,2016,,2020/08/24,"to-read, fantasy, fiction, history, library, made-into-movie, science-fiction","to-read (#541), fantasy (#61), fiction (#520), history (#164), library (#174), made-into-movie (#164), science-fiction (#99)",to-read,,,,0,,,0,,,,,
42074525,The City We Became (Great Cities #1),N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.06,Orbit,Hardcover,437,2020,2020,2020/08/22,2020/06/28,"fantasy, fiction, library, new, science-fiction","fantasy (#58), fiction (#511), library (#167), new (#68), science-fiction (#91)",read,,,,1,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",5,3.90,Alfred A. Knopf,Paperback,503,2005,2002,2016/07/01,2014/02/09,"guestroom, fiction, made-into-movie, kindle, st-thomas, fantasy, young-adult","guestroom (#12), fiction (#236), made-into-movie (#79), kindle (#78), st-thomas (#20), fantasy (#60), young-adult (#82)",read,,,,2,,,0,,,,,
51014619,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,"=""""","=""""",0,4.29,PublicAffairs,Kindle Edition,417,2019,2019,,2020/08/21,"to-read, highly-recommended, learning, library, new, nonfiction","to-read (#540), highly-recommended (#153), learning (#111), library (#173), new (#73), nonfiction (#370)",to-read,,,,0,,,0,,,,,
29036,The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,"Barry, John M.",,"=""0143036491""","=""9780143036494""",0,3.99,Penguin Books,Paperback,546,2005,2004,,2020/08/21,"to-read, biology, highly-recommended, history, history-of-science, learning, library, nonfiction, science","to-read (#539), biology (#115), highly-recommended (#152), history (#163), history-of-science (#87), learning (#110), library (#172), nonfiction (#369), science (#223)",to-read,,,,0,,,0,,,,,
37732,"Are You There God? It's Me, Margaret",Judy Blume,"Blume, Judy",,"=""0689841582""","=""9780689841583""",4,3.90,Richard Jackson/Athaneum Books for Young Readers,Hardcover,149,2001,1970,2020/08/20,2014/02/09,"top-100-lifetime, fiction, library, young-adult","top-100-lifetime (#60), fiction (#102), library (#81), young-adult (#50)",read,,,,1,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",3,3.92,Ace,Paperback,525,1991,1961,2020/08/19,2020/03/18,"fiction, science-fiction, space, library","fiction (#504), science-fiction (#87), space (#63), library (#151)",read,,,,1,,,0,,,,,
40265832,How to Be an Antiracist,Ibram X. Kendi,"Kendi, Ibram X.",,"=""0525509283""","=""9780525509288""",0,4.46,One World,Hardcover,305,2019,2019,,2020/08/18,"to-read, diversity, highly-recommended, library, nonfiction, self-help","to-read (#538), diversity (#23), highly-recommended (#151), library (#171), nonfiction (#368), self-help (#26)",to-read,,,,0,,,0,,,,,
43719523,Riot Baby,Tochi Onyebuchi,"Onyebuchi, Tochi",,"=""""","=""""",0,3.95,Tor,Kindle Edition,176,2020,2020,,2020/08/18,"to-read, diversity, fiction, kindle, new, science-fiction","to-read (#537), diversity (#22), fiction (#519), kindle (#339), new (#72), science-fiction (#98)",to-read,,,,0,,,0,,,,,
10644930,11/22/63,Stephen King,"King, Stephen",,"=""1451627289""","=""9781451627282""",4,4.31,Scribner,Hardcover,849,2011,2011,2020/08/17,2018/04/10,"fiction, history, science-fiction, library, thriller","fiction (#381), history (#107), science-fiction (#52), library (#93), thriller (#16)",read,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.64,Tor Books,Hardcover,1007,2010,2010,,2020/08/16,"to-read, fantasy, fiction, highly-recommended, kindle, science-fiction","to-read (#536), fantasy (#59), fiction (#518), highly-recommended (#150), kindle (#338), science-fiction (#97)",to-read,,,,0,,,0,,,,,
37570546,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""1328662055""","=""9781328662057""",5,4.37,Houghton Mifflin Harcourt,Hardcover,415,2019,2019,2020/08/11,2020/06/25,"library, nonfiction, self-help, biography, emotional, philosophy","library (#163), nonfiction (#362), self-help (#24), biography (#109), emotional (#37), philosophy (#40)",read,,,,1,,,0,,,,,
52767659,The End of Everything (Astrophysically Speaking),Katie  Mack,"Mack, Katie",,"=""198210354X""","=""9781982103545""",0,4.43,Scribner,Hardcover,240,2020,2020,,2020/08/09,"to-read, learning, new, nonfiction, science, space","to-read (#535), learning (#109), new (#71), nonfiction (#367), science (#222), space (#71)",to-read,,,,0,,,0,,,,,
42366547,The Disaster Tourist,Yun Ko-eun,"Ko-eun, Yun",Lizzie Buehler,"=""1640094164""","=""9781640094161""",0,3.70,Counterpoint,Paperback,208,2020,2020,,2020/08/09,"to-read, fiction, island, new","to-read (#534), fiction (#517), island (#48), new (#70)",to-read,,,,0,,,0,,,,,
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.26,Beacon Press,Paperback,287,2004,1979,,2014/12/02,"to-read, fiction, highly-recommended, science-fiction, library","to-read (#247), fiction (#215), highly-recommended (#18), science-fiction (#1), library (#170)",to-read,,,,0,,,0,,,,,
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",5,4.27,HarperCollins Publishers,Paperback,496,2006,1943,2020/08/05,2014/02/09,"top-100-lifetime, fiction, library, classics","top-100-lifetime (#30), fiction (#87), library (#161), classics (#144)",read,,,,1,,,0,,,,,
24233708,"An Absolutely Remarkable Thing (The Carls, #1)",Hank Green,"Green, Hank",,"=""""","=""""",4,4.02,Dutton,Kindle Edition,352,2018,2018,2019/04/30,2019/03/10,"fiction, science-fiction, library","fiction (#442), science-fiction (#66), library (#58)",read,Incredibly relatable for adult millenials. Hank Green shows insight into internet celebrity that can only come from someone who is one. A fun story with a surprising ending- well done.,,,2,,,0,,,,,
18693616,Land of Love and Drowning,Tiphanie Yanique,"Yanique, Tiphanie",,"=""1594488339""","=""9781594488337""",4,3.35,Riverhead Books,Hardcover,358,2014,2014,2020/07/26,2019/03/05,"award-winning, fantasy, fiction, history, island, kindle, ocean","award-winning (#62), fantasy (#37), fiction (#440), history (#139), island (#44), kindle (#331), ocean (#73)",read,,,,1,,,0,,,,,
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",0,4.41,Tor.com,Kindle Edition,176,2018,2018,,2020/07/26,"to-read, fiction, kindle, science-fiction, space","to-read (#533), fiction (#516), kindle (#337), science-fiction (#96), space (#70)",to-read,,,,0,,,0,,,,,
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""9780765397522""",4,4.15,Tor.com,ebook,144,2017,2017,2020/02/18,2020/02/13,"fiction, library, science-fiction, kindle, read-again, space","fiction (#496), library (#142), science-fiction (#82), kindle (#334), read-again (#28), space (#69)",read,,,,1,,,0,,,,,
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",0,4.28,Tor.com,Hardcover,158,2018,2018,,2020/07/26,"to-read, fiction, kindle, science-fiction, space","to-read (#532), fiction (#515), kindle (#336), science-fiction (#95), space (#68)",to-read,,,,0,,,0,,,,,
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""1250186927""","=""9781250186928""",0,4.28,Tor.com,Hardcover,158,2018,2018,,2020/07/26,"to-read, fiction, kindle, science-fiction, space","to-read (#531), fiction (#514), kindle (#335), science-fiction (#94), space (#67)",to-read,,,,0,,,0,,,,,
40693207,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447440""","=""9780553447446""",4,4.47,Broadway Books,ebook,448,2017,2016,2020/07/17,2020/06/25,"award-winning, diversity, library, nonfiction","award-winning (#86), diversity (#21), library (#165), nonfiction (#364)",read,,,,1,,,0,,,,,
49003616,"A Beautifully Foolish Endeavor (The Carls, #2)",Hank Green,"Green, Hank",,"=""152474347X""","=""9781524743475""",0,4.42,Dutton,Hardcover,452,2020,2020,,2020/06/24,"to-read, fiction, new, science-fiction, young-adult, library","to-read (#526), fiction (#509), new (#67), science-fiction (#89), young-adult (#81), library (#169)",to-read,,,,0,,,0,,,,,
18626849,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.25,Vintage,Kindle Edition,285,2010,2002,2020/07/13,2018/12/16,"award-winning, fiction, philosophy, science-fiction, library, short-stories","award-winning (#52), fiction (#410), philosophy (#31), science-fiction (#61), library (#98), short-stories (#2)",read,,,,1,,,0,,,,,
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.30,New York Review Books,Paperback,278,2006,1965,,2020/07/16,"to-read, fiction, highly-recommended","to-read (#530), fiction (#513), highly-recommended (#149)",to-read,,,,0,,,0,,,,,
43851501,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""""","=""""",5,4.19,Riverhead Books,Kindle Edition,320,2019,2019,2020/07/11,2019/02/08,"humor, new, science, library, space, nonfiction, favorites","humor (#17), new (#36), science (#195), library (#113), space (#66), nonfiction (#366), favorites (#54)",read,,,,1,,,0,,,,,
34330645,"The Naturalist (The Naturalist, #1)",Andrew Mayne,"Mayne, Andrew",,"=""""","=""""",4,4.04,Thomas & Mercer,Kindle Edition,382,2017,2017,2020/04/10,2018/11/14,"biology, fiction, science, thriller, kindle, science-fiction","biology (#93), fiction (#403), science (#191), thriller (#23), kindle (#327), science-fiction (#93)",read,,,,1,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441783589""","=""9780441783588""",0,4.00,Ace Book,Mass Market Paperback,335,1987,1959,,2020/07/09,"to-read, award-winning, classics, fiction, kindle, science-fiction","to-read (#529), award-winning (#88), classics (#145), fiction (#512), kindle (#333), science-fiction (#92)",to-read,,,,0,,,0,,,,,
27840585,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living",Shauna Niequist,"Niequist, Shauna",Brené Brown,"=""0310342996""","=""9780310342991""",3,3.84,Zondervan,Hardcover,240,2016,2016,2020/07/07,2020/06/25,"audio, library, nonfiction, philosophy, self-help, emotional","audio (#31), library (#164), nonfiction (#363), philosophy (#39), self-help (#25), emotional (#36)",read,,,,1,,,0,,,,,
26073085,White Rage: The Unspoken Truth of Our Racial Divide,Carol  Anderson,"Anderson, Carol",,"=""1632864126""","=""9781632864123""",5,4.48,Bloomsbury USA,Hardcover,256,2016,2016,2020/07/06,2020/06/06,"diversity, history, library, nonfiction","diversity (#19), history (#162), library (#159), nonfiction (#359)",read,,,,1,,,0,,,,,
39934,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,"Prose, Francine",,"=""0060777052""","=""9780060777050""",4,3.77,Harper Perennial,Paperback,297,2007,2006,2020/07/04,2020/06/17,"books-about-books, library, nonfiction","books-about-books (#13), library (#162), nonfiction (#361)",read,,,,1,,,0,,,,,
52588314,Tales of Two Planets: Stories of Climate Change and Inequality in a Divided World,John   Freeman,"Freeman, John",,"=""0143133926""","=""9780143133926""",0,4.37,Penguin Books,Paperback,320,2020,2020,,2020/07/03,"to-read, biology, new, nonfiction, ocean, science, short-stories","to-read (#528), biology (#114), new (#69), nonfiction (#365), ocean (#72), science (#221), short-stories (#14)",to-read,,,,0,,,0,,,,,
35883430,I'm Still Here: Black Dignity in a World Made for Whiteness,Austin Channing Brown,"Brown, Austin Channing",,"=""1524760854""","=""9781524760854""",5,4.40,Convergent Books,Hardcover,185,2018,2018,2020/07/02,2020/06/08,"audio, biography, diversity, library, nonfiction","audio (#30), biography (#108), diversity (#20), library (#160), nonfiction (#360)",read,,,,1,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",5,4.40,Spiegel & Grau,Hardcover,152,2015,2015,2020/07/02,2020/06/05,"biography, diversity, emotional, history, library, nonfiction","biography (#107), diversity (#18), emotional (#35), history (#161), library (#158), nonfiction (#358)",read,,,,1,,,0,,,,,
10155,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""0812967259""","=""9780812967258""",3,3.93,Modern Library,Paperback,272,2003,1912,2020/06/25,2015/06/14,"fiction, history, library","fiction (#270), history (#46), library (#166)",read,,,,1,,,0,,,,,
33080122,"The Calculating Stars (Lady Astronaut, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",0,4.01,Tor Books,Paperback,431,2018,2018,,2020/06/25,"to-read, award-winning, fiction, kindle, science-fiction, space","to-read (#527), award-winning (#87), fiction (#510), kindle (#332), science-fiction (#90), space (#65)",to-read,,,,0,,,0,,,,,
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",3,4.05,Knopf,Hardcover,333,2014,2014,2020/06/21,2020/04/05,"fiction, library","fiction (#506), library (#153)",read,,,,1,,,0,,,,,
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",2,3.69,Vintage,Paperback,485,2001,2000,2020/06/16,2014/02/09,"top-100-lifetime, library, nonfiction, biography","top-100-lifetime (#3), library (#49), nonfiction (#309), biography (#88)",read,,,,1,,,0,,,,,
25614492,Salt to the Sea,Ruta Sepetys,"Sepetys, Ruta",,"=""0399160302""","=""9780399160301""",4,4.36,Philomel Books,Hardcover,391,2016,2016,2020/06/10,2019/07/14,"award-winning, fiction, history, library, ocean, young-adult","award-winning (#70), fiction (#456), history (#144), library (#76), ocean (#63), young-adult (#46)",read,,,,1,,,0,,,,,
15790842,"Life After Life (Todd Family, #1)",Kate Atkinson,"Atkinson, Kate",,"=""0316176486""","=""9780316176484""",2,3.76,Reagan Arthur Books,Hardcover,531,2013,2013,2020/06/07,2014/02/09,"top-100-lifetime, fiction, library","top-100-lifetime (#70), fiction (#31), library (#53)",read,,,,1,,,0,,,,,
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",4,3.96,Saga Press,Kindle Edition,209,2019,2019,2020/05/29,2019/12/04,"fiction, new, recommended, science-fiction, library","fiction (#476), new (#55), recommended (#27), science-fiction (#79), library (#154)",read,,,,1,,,0,,,,,
32279524,Blitzed: Drugs in the Third Reich,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""""","=""""",4,4.04,Houghton Mifflin Harcourt,Kindle Edition,304,2017,2015,2020/05/27,2016/12/10,"history, nonfiction, library","history (#82), nonfiction (#175), library (#33)",read,,,,1,,,0,,,,,
40275288,The Priory of the Orange Tree,Samantha Shannon,"Shannon, Samantha",,"=""""","=""""",5,4.16,Bloomsbury Publishing,Kindle Edition,848,2019,2019,2020/05/22,2020/02/29,"fantasy, fiction, library, new, young-adult","fantasy (#54), fiction (#498), library (#145), new (#66), young-adult (#79)",read,,,,1,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","John Rutherford, Roberto González Echevarría","=""0142437239""","=""9780142437230""",0,3.88,Penguin Books,Paperback,1023,2003,1605,,2014/02/09,"to-read, fiction, classics, kindle","to-read (#66), fiction (#98), classics (#29), kindle (#330)",to-read,,,,0,,,0,,,,,
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",5,4.30,Oxford University Press,Paperback,389,1998,1892,2020/05/12,2014/02/09,"fiction, kindle, bbc, short-stories, thriller","fiction (#262), kindle (#61), bbc (#11), short-stories (#13), thriller (#24)",read,,,,2,,,0,,,,,
16277245,The Drunken Botanist: The Plants That Create the World's Great Drinks,Amy  Stewart,"Stewart, Amy",,"=""1616200464""","=""9781616200466""",3,3.99,Algonquin Books,Hardcover,362,2013,2013,2020/05/10,2014/02/09,"biology, science, kindle, nonfiction","biology (#1), science (#3), kindle (#262), nonfiction (#222)",read,,,,1,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Peter Škerl","=""0452284244""","=""9780452284241""",5,3.94,NAL,Paperback,122,2003,1945,2020/05/05,2014/02/09,"bbc, fiction, kindle, short-classics, audio, classics","bbc (#28), fiction (#288), kindle (#104), short-classics (#4), audio (#29), classics (#143)",read,,,,2,,,0,,,,,
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.17,Hodder & Stoughton,Paperback,288,2005,1966,,2015/08/24,"fiction, highly-recommended, science-fiction, to-read, kindle","fiction (#309), highly-recommended (#53), science-fiction (#19), to-read (#352), kindle (#329)",to-read,,,,0,,,0,,,,,
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",Ellen Forney,"=""0316013684""","=""9780316013680""",5,4.10,"Little, Brown Books for Young Readers",Hardcover,230,2007,2007,2020/05/04,2014/04/30,"fiction, banned, library, young-adult, humor, diversity","fiction (#172), banned (#2), library (#51), young-adult (#42), humor (#21), diversity (#17)",read,,,,1,,,0,,,,,
9743801,"Gathering Blue (The Giver, #2)",Lois Lowry,"Lowry, Lois",,"=""""","=""""",4,3.82,HMH Books for Young Readers,Kindle Edition,225,2000,2000,2020/05/03,2020/03/01,"fiction, library, young-adult","fiction (#508), library (#157), young-adult (#80)",read,,,,1,,,0,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",3,3.96,Walker Books,Hardcover,192,2005,1995,2020/05/02,2020/01/05,"audio, biography, history, history-of-science, library, nonfiction, ocean, science","audio (#21), biography (#99), history (#155), history-of-science (#85), library (#133), nonfiction (#343), ocean (#68), science (#215)",read,,,,1,,,0,,,,,
24036,The Last Dive: A Father and Son's Fatal Descent into the Ocean's Depths,Bernie Chowdhury,"Chowdhury, Bernie",,"=""0060932597""","=""9780060932596""",3,4.04,Harper Perennial,Paperback,384,2002,2000,2020/05/01,2014/02/09,"ocean, diving, island, nonfiction, st-thomas, biography","ocean (#12), diving (#11), island (#3), nonfiction (#135), st-thomas (#30), biography (#106)",read,,,,1,,,0,,,,,
20423680,"The Last Town (Wayward Pines, #3)",Blake Crouch,"Crouch, Blake",,"=""""","=""""",0,4.08,Thomas & Mercer,Kindle Edition,294,2014,2014,,2020/03/01,"to-read, fiction, science-fiction, thriller, kindle","to-read (#520), fiction (#499), science-fiction (#84), thriller (#20), kindle (#328)",to-read,,,,0,,,0,,,,,
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",4,4.15,Houghton Mifflin Harcourt,Hardcover,64,2015,2015,2020/04/26,2020/03/07,"humor, library, nonfiction, science, biology, space","humor (#39), library (#150), nonfiction (#354), science (#219), biology (#113), space (#64)",read,,,,1,,,0,,,,,
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",2,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,2020/04/26,2014/04/30,"fiction, library, audio, philosophy, self-help","fiction (#167), library (#85), audio (#28), philosophy (#38), self-help (#23)",read,,,,1,,,0,,,,,
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",3,4.14,Orbit,Kindle Edition,360,2008,1993,2020/04/25,2020/04/19,"fantasy, fiction, library, made-into-movie","fantasy (#57), fiction (#507), library (#155), made-into-movie (#163)",read,,,,1,,,0,,,,,
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",4,4.05,Metropolitan Books,Hardcover,208,2009,2009,2020/04/25,2019/09/22,"library, self-help, nonfiction, diving","library (#100), self-help (#18), nonfiction (#356), diving (#30)",read,,,,1,,,0,,,,,
27774750,The Way to the Spring: Life and Death in Palestine,Ben Ehrenreich,"Ehrenreich, Ben",,"=""1594205906""","=""9781594205903""",0,4.26,Penguin Press,Hardcover,448,2016,2016,,2020/04/23,"to-read, diversity, learning, library, nonfiction, history","to-read (#525), diversity (#16), learning (#108), library (#156), nonfiction (#357), history (#160)",to-read,,,,0,,,0,,,,,
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""031602919X""","=""9780316029193""",3,4.12,Hachette Book Group,Mass Market Paperback,420,2009,1994,2020/04/22,2020/03/07,"fantasy, fiction, library, made-into-movie","fantasy (#55), fiction (#501), library (#148), made-into-movie (#162)",read,,,,1,,,0,,,,,
