Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
26073085,White Rage: The Unspoken Truth of Our Racial Divide,Carol  Anderson,"Anderson, Carol",,"=""1632864126""","=""9781632864123""",5,4.48,Bloomsbury USA,Hardcover,256,2016,2016,2020/07/06,2020/06/06,"diversity, history, library, nonfiction, review","diversity (#19), history (#152), library (#158), nonfiction (#325), review (#52)",read,,,,1,,,0,,,,,
35883430,I'm Still Here: Black Dignity in a World Made for Whiteness,Austin Channing Brown,"Brown, Austin Channing",,"=""""","=""""",5,4.38,Convergent Books,Hardcover,185,2018,2018,2020/07/02,2020/06/08,"audio, biography, diversity, library, nonfiction, review","audio (#30), biography (#97), diversity (#20), library (#159), nonfiction (#326), review (#53)",read,,,,1,,,0,,,,,
39934,Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,"Prose, Francine",,"=""0060777052""","=""9780060777050""",4,3.77,Harper Perennial,Paperback,297,2007,2006,2020/07/04,2020/06/17,"books-about-books, library, nonfiction, review","books-about-books (#13), library (#161), nonfiction (#327), review (#54)",read,,,,1,,,0,,,,,
28439264,Spaceman: An Astronaut's Unlikely Journey to Unlock the Secrets of the Universe,Mike Massimino,"Massimino, Mike",,"=""1101903554""","=""9781101903551""",5,4.55,Crown Archetype,ebook,320,2016,2016,2020/11/19,2019/07/02,"biography, library, nonfiction, science, space, favorites, want-to-own, review","biography (#82), library (#71), nonfiction (#285), science (#185), space (#53), favorites (#57), want-to-own (#7), review (#51)",read,,,,1,,,0,,,,,
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",5,4.22,Viking,Hardcover,576,2018,2018,2019/02/02,2018/05/27,"history, nonfiction, philosophy, library, review","history (#103), nonfiction (#223), philosophy (#24), library (#7), review (#50)",read,Probably the most thoroughly researched and best written book I’ve ever read. Full of data and solid arguments for optimism concerning the current state of the world.<br/>Unfortunately I borrowed this book from the library so was not able to spend as much digesting it as I should have. Very dense and difficult to read quickly. ,,,1,,,0,,,,,
18305831,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",5,4.12,William Morrow Paperbacks,Kindle Edition,291,2013,1951,2019/05/15,2017/04/13,"fiction, kindle, philosophy, science-fiction, space, short-stories, review","fiction (#337), kindle (#210), philosophy (#30), science-fiction (#66), space (#52), short-stories (#5), review (#48)",read,,,,1,,,0,,,,,
34684622,Leonardo da Vinci,Walter Isaacson,"Isaacson, Walter",,"=""1501139150""","=""9781501139154""",5,4.17,Simon & Schuster,Hardcover,600,2017,2017,2021/01/05,2017/08/15,"biography, history, history-of-science, nonfiction, science, library, review","biography (#45), history (#90), history-of-science (#52), nonfiction (#190), science (#148), library (#254), review (#49)",read,,,,1,,,0,,,,,
33507,Twenty Thousand Leagues Under the Sea,Jules Verne,"Verne, Jules","Anthony Bonner, Jakob Gunnarsson","=""076072850X""","=""9780760728505""",5,3.89,Barnes & Noble,Hardcover,394,2002,1870,2015/10/11,2014/02/09,"disney, classics, fiction, made-into-movie, ocean, kindle, science, philosophy, science-fiction, favorites, st-thomas, read-again, review","disney (#6), classics (#66), fiction (#189), made-into-movie (#51), ocean (#15), kindle (#72), science (#104), philosophy (#7), science-fiction (#21), favorites (#28), st-thomas (#45), read-again (#33), review (#45)",read,,,,1,,,0,,,,,
19150422,The Extreme Life of the Sea,Anthony R. Palumbi,"Palumbi, Anthony R.",Stephen R. Palumbi,"=""1400849934""","=""9781400849932""",4,4.03,Princeton University Press,ebook,240,2014,2014,2016/06/01,2015/04/30,"kindle, biology, nonfiction, ocean, review","kindle (#9), biology (#40), nonfiction (#74), ocean (#25), review (#46)",read,,,,1,,,0,,,,,
27213168,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,"Yong, Ed",,"=""0062368591""","=""9780062368591""",5,4.15,Ecco,Hardcover,368,2016,2016,2017/03/12,2017/02/24,"biology, kindle, nonfiction, science, favorites, review","biology (#66), kindle (#89), nonfiction (#171), science (#137), favorites (#44), review (#47)",read,,,,1,,,0,,,,,
252577,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",5,4.13,Harper Perennial,Paperback,452,2005,1996,2020/09/25,2014/02/09,"top-100-lifetime, library, audio, award-winning, biography, history, nonfiction, review","top-100-lifetime (#58), library (#43), audio (#34), award-winning (#92), biography (#100), history (#156), nonfiction (#346), review (#44)",read,,,,1,,,0,,,,,
35448424,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,Robert Kurson,"Kurson, Robert",,"=""""","=""""",5,4.32,Random House,Kindle Edition,416,2004,2004,2017/08/06,2014/02/09,"ocean, biography, history, diving, nonfiction, kindle, science, favorites, st-thomas, review","ocean (#1), biography (#24), history (#44), diving (#8), nonfiction (#113), kindle (#257), science (#147), favorites (#12), st-thomas (#43), review (#40)",read,,,,1,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",5,4.20,Bantam Books,Paperback,213,1998,1988,2019/02/07,2014/02/09,"top-100-lifetime, science, history, history-of-science, space, kindle, review","top-100-lifetime (#2), science (#1), history (#3), history-of-science (#5), space (#13), kindle (#289), review (#41)",read,Complex scientific principles distilled concisely into understandable analogies. Remarkable.,,,1,,,0,,,,,
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",5,4.26,Ballantine Books,Paperback,456,2003,1973,2016/11/12,2014/02/09,"classics, fiction, made-into-movie, kindle, favorites, st-thomas, review","classics (#78), fiction (#212), made-into-movie (#68), kindle (#11), favorites (#11), st-thomas (#12), review (#39)",read,,,,1,,,1,,,unspecified,,
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",5,4.02,Pantheon Books,Hardcover,229,2008,2008,2014/05/08,2014/02/09,"science, biology, favorites, review","science (#34), biology (#21), favorites (#15), review (#42)",read,,,,1,,,0,,,,,
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",5,3.98,Harper Voyager,Hardcover,227,2013,1953,2017/08/12,2014/02/09,"banned, fiction, kindle, read-again, short-classics, favorites, st-thomas, review","banned (#20), fiction (#322), kindle (#131), read-again (#15), short-classics (#10), favorites (#5), st-thomas (#5), review (#38)",read,,,,2,,,0,,,,,
40642337,Solitary: Unbroken by Four Decades in Solitary Confinement,Albert Woodfox,"Woodfox, Albert",,"=""0802129080""","=""9780802129086""",5,4.40,Grove Press,Hardcover,433,2019,2019,2021/01/01,2019/12/04,"biography, emotional, nonfiction, library, award-winning, review","biography (#85), emotional (#31), nonfiction (#302), library (#247), award-winning (#101), review (#36)",read,,,,1,,,0,,,,,
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,Kindle Edition,352,2019,2019,2020/02/08,2019/11/22,"fiction, library, science-fiction, short-stories, review","fiction (#450), library (#104), science-fiction (#73), short-stories (#3), review (#35)",read,,,,1,,,0,,,,,
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",5,4.31,Doubleday Books,Hardcover,450,2019,2019,2020/03/01,2020/02/22,"biology, library, nonfiction, science, history-of-science, review","biology (#100), library (#142), nonfiction (#318), science (#200), history-of-science (#78), review (#37)",read,Chock full of super cool facts about the body.,,,1,,,0,,,,,
43345615,The Outlaw Ocean: Journeys Across the Last Untamed Frontier,Ian Urbina,"Urbina, Ian",,"=""0451492943""","=""9780451492944""",5,4.36,Knopf Publishing Group,Hardcover,560,2019,2019,2019/12/01,2019/11/16,"kindle, nonfiction, ocean, science, review","kindle (#321), nonfiction (#299), ocean (#63), science (#191), review (#34)",read,,,,1,,,0,,,,,
43851501,How To: Absurd Scientific Advice for Common Real-World Problems,Randall Munroe,"Munroe, Randall",,"=""""","=""""",5,4.34,Riverhead Books,Kindle Edition,320,2019,,2020/07/11,2019/02/08,"humor, science, library, space, nonfiction, favorites, want-to-own, review","humor (#15), science (#178), library (#112), space (#62), nonfiction (#332), favorites (#54), want-to-own (#3), review (#31)",read,,,,1,,,0,,,,,
35721089,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,"Sheff, David",,"=""1328974715""","=""9781328974716""",5,4.11,Mariner Books,Paperback,340,2018,2007,2019/11/10,2019/07/14,"biography, emotional, library, made-into-movie, nonfiction, audio, review","biography (#83), emotional (#29), library (#74), made-into-movie (#136), nonfiction (#288), audio (#15), review (#32)",read,,,,1,,,0,,,,,
40538681,Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham,"Higginbotham, Adam",,"=""1501134612""","=""9781501134616""",5,4.38,Simon & Schuster,Hardcover,538,2019,2019,2019/10/25,2019/08/05,"history, history-of-science, library, made-into-movie, nonfiction, science, review","history (#137), history-of-science (#71), library (#82), made-into-movie (#140), nonfiction (#289), science (#187), review (#33)",read,,,,1,,,0,,,,,
38746485,Becoming,Michelle Obama,"Obama, Michelle",,"=""""","=""""",5,4.50,Crown,Hardcover,426,2018,2018,2018/11/26,2018/11/12,"biography, nonfiction, favorites, kindle, review","biography (#67), nonfiction (#252), favorites (#46), kindle (#304), review (#29)",read,"Open, honest, brave. Great life insights from a powerful inspirational woman. Moved to my favorites list before I even finished the book. I can be an impatient reader, just trying to finish books, but this one was worth slowing myself down for, and that’s how it was meant to be read and digested.",,,1,,,0,,,,,
30971615,This Is Your Brain on Parasites: How Tiny Creatures Manipulate Our Behavior and Shape Society,Kathleen McAuliffe,"McAuliffe, Kathleen",,"=""0544947258""","=""9780544947252""",5,3.96,Mariner Books,Paperback,304,2017,2016,2018/05/30,2018/05/19,"biology, nonfiction, science, review","biology (#79), nonfiction (#221), science (#163), review (#28)",read,"Well-researched and well-written, this book enthralled me with its fascinating examples and thought-provoking theories. Even being a biologist with a baseline level of knowledge of parasitism, I learned so much and thoroughly enjoyed the reading experience.",,,1,,,0,,,,,
40127349,Golden Child,Claire Adam,"Adam, Claire",,"=""0525572996""","=""9780525572992""",5,3.46,SJP for Hogarth,Hardcover,281,2019,2019,2020/03/06,2019/01/29,"fiction, island, emotional, kindle, diversity, review","fiction (#415), island (#35), emotional (#22), kindle (#318), diversity (#15), review (#30)",read,,,,1,,,0,,,,,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",5,4.38,Random House,Paperback,208,2016,2016,2019/01/02,2017/01/04,"biography, biology, emotional, nonfiction, science, philosophy, library, review","biography (#38), biology (#62), emotional (#6), nonfiction (#155), science (#124), philosophy (#12), library (#2), review (#26)",read,,,,1,,,0,,,,,
17905322,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",5,4.15,‎ William Morrow Paperbacks,Kindle Edition,298,2013,1950,2018/03/30,2014/11/04,"fiction, science-fiction, space, kindle, short-classics, philosophy, favorites, short-stories, review","fiction (#204), science-fiction (#9), space (#8), kindle (#269), short-classics (#12), philosophy (#21), favorites (#37), short-stories (#4), review (#24)",read,,,,1,,,0,,,,,
27833670,Dark Matter,Blake Crouch,"Crouch, Blake","Hilary Clarcq, Andy Weir","=""1101904224""","=""9781101904220""",5,4.12,Crown,Hardcover,340,2016,2016,2017/03/19,2016/12/27,"fiction, science-fiction, kindle, philosophy, read-again, favorites, st-thomas, review","fiction (#309), science-fiction (#25), kindle (#85), philosophy (#16), read-again (#14), favorites (#42), st-thomas (#4), review (#25)",read,,,,1,,,0,,,,,
6746958,A Short Guide to Writing about Biology,Jan A. Pechenik,"Pechenik, Jan A.",,"=""0205667279""","=""9780205667277""",5,3.75,Pearson,Paperback,304,2009,1987,2018/03/28,2014/04/15,"biology, science, nonfiction, st-thomas, review","biology (#54), science (#107), nonfiction (#128), st-thomas (#6), review (#23)",read,,,,1,,,0,,,,,
13839,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,"Pollan, Michael",,"=""0375760393""","=""9780375760396""",5,4.05,Random House Trade Paperbacks,Paperback,297,2002,2001,2020/08/30,2017/04/13,"kindle, biology, nonfiction, science, library, review","kindle (#194), biology (#68), nonfiction (#182), science (#144), library (#175), review (#27)",read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Amazing Améziane, Marcelo Pen, Irving Howe, Golo Mann, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",5,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2014/02/09,"classics, fiction, made-into-movie, kindle, favorites, review","classics (#106), fiction (#313), made-into-movie (#88), kindle (#90), favorites (#4), review (#20)",read,,,,1,,,0,,,,,
17204679,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,"=""""","=""""",5,4.36,Beacon Press,Kindle Edition,188,2006,1946,2018/05/27,2014/02/09,"top-100-lifetime, biography, history, nonfiction, philosophy, munger, kindle, favorites, want-to-own, review","top-100-lifetime (#73), biography (#34), history (#66), nonfiction (#143), philosophy (#10), munger (#12), kindle (#265), favorites (#55), want-to-own (#1), review (#22)",read,"Viktor Frankl describes in detail the horrors of a concentration camp from the perspective of a survivor, yet somehow also as an objective psychologist forming a theory on humanity’s search for meaning in life. The result is a unique view of this horrifying part of history that educates and makes the reader reconsider how their own experiences relate to perceived purpose in life.",,,1,,,0,,,,,
20696006,Being Mortal: Medicine and What Matters in the End,Atul Gawande,"Gawande, Atul",,"=""0805095152""","=""9780805095159""",5,4.46,Metropolitan Books,Hardcover,282,2014,2014,2020/12/28,2020/11/10,"library, nonfiction, philosophy, science, biology, emotional, review","library (#213), nonfiction (#360), philosophy (#47), science (#213), biology (#112), emotional (#46), review (#19)",read,,,,1,,,0,,,,,
16158576,Expecting Better: Why the Conventional Pregnancy Wisdom is Wrong - and What You Really Need to Know,Emily Oster,"Oster, Emily",,"=""1594204756""","=""9781594204753""",5,4.32,Penguin Press,Hardcover,336,2013,2013,2020/12/03,2020/10/25,"biology, library, nonfiction, self-help, science, read-again, review","biology (#107), library (#202), nonfiction (#355), self-help (#30), science (#217), read-again (#30), review (#18)",read,,,,1,,,0,,,,,
46065066,"Before and After the Book Deal: A Writer’s Guide to Finishing, Publishing, Promoting, and Surviving Your First Book",Courtney Maum,"Maum, Courtney",,"=""1948226405""","=""9781948226400""",5,4.62,Catapult,Paperback,365,2020,2020,2020/12/16,2020/02/09,"books-about-books, humor, learning, nonfiction, library, new, review","books-about-books (#12), humor (#35), learning (#76), nonfiction (#317), library (#248), new (#56), review (#14)",read,,,,1,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",5,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,2020/04/14,2020/02/23,"fiction, library, science-fiction, space, award-winning, read-again, review","fiction (#475), library (#143), science-fiction (#79), space (#57), award-winning (#84), read-again (#22), review (#15)",read,,,,1,,,0,,,,,
51014619,Good Economics for Hard Times: Better Answers to Our Biggest Problems,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,"=""""","=""""",5,4.25,PublicAffairs,Kindle Edition,417,2019,2019,2020/11/26,2020/08/21,"library, nonfiction, read-again, review","library (#172), nonfiction (#336), read-again (#24), review (#16)",read,,,,1,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",5,4.27,Orbit,Paperback,561,2011,2011,2017/04/23,2016/12/27,"fiction, made-into-movie, science-fiction, space, kindle, favorites, read-again, review","fiction (#308), made-into-movie (#85), science-fiction (#24), space (#25), kindle (#87), favorites (#41), read-again (#29), review (#11)",read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,"=""""","=""""",5,4.39,Vintage,Paperback,512,2015,2011,2019/04/14,2016/10/22,"biology, history, nonfiction, science, library, history-of-science, read-again, review","biology (#60), history (#71), nonfiction (#149), science (#121), library (#10), history-of-science (#67), read-again (#19), review (#10)",read,"Insightful viewpoints on almost every imaginable aspect of humanity- anthropology, biology, physics, economics, religion, and much more. Definitely an impressive comprehensive work.",,,1,,,0,,,,,
13523061,The Defining Decade: Why Your Twenties Matter - And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,"=""0446575062""","=""9780446575065""",5,4.11,Twelve,ebook,241,2012,2012,2015/08/07,2015/07/23,"bedroom, nonfiction, self-help, review","bedroom (#22), nonfiction (#109), self-help (#3), review (#9)",read,,,,1,,,0,,,,,
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",5,4.24,Broadway Books,Kindle Edition,386,2011,2011,2018/03/18,2018/01/16,"fiction, made-into-movie, science-fiction, kindle, review","fiction (#360), made-into-movie (#99), science-fiction (#48), kindle (#271), review (#12)",read,,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",5,4.07,Tor Books,Hardcover,399,2014,2006,2019/08/16,2019/05/01,"award-winning, fiction, library, science-fiction, review","award-winning (#63), fiction (#430), library (#59), science-fiction (#67), review (#13)",read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.40,Crown,Hardcover,384,2014,2011,2015/10/25,2014/11/22,"fiction, science-fiction, space, made-into-movie, science, kindle, favorites, st-thomas, read-again, review","fiction (#205), science-fiction (#2), space (#9), made-into-movie (#73), science (#106), kindle (#73), favorites (#38), st-thomas (#44), read-again (#34), review (#7)",read,,,,1,,,0,,,,,
21413662,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",5,4.14,Mariner Books,Hardcover,303,2014,2014,2015/06/09,2014/10/11,"nonfiction, science, humor, favorites, review","nonfiction (#12), science (#44), humor (#2), favorites (#36), review (#6)",read,,,,1,,,0,,,,,
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",5,4.14,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,2014/11/17,2014/03/02,"from-mike, biology, science, nonfiction, award-winning, kindle, favorites, review","from-mike (#10), biology (#20), science (#30), nonfiction (#57), award-winning (#2), kindle (#28), favorites (#31), review (#4)",read,,,,1,,,0,,,,,
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",5,4.15,"Little, Brown and Company",Hardcover,295,2013,2013,2016/09/05,2014/02/09,"science, space, nonfiction, kindle, biography, favorites, st-thomas, review","science (#80), space (#15), nonfiction (#85), kindle (#83), biography (#35), favorites (#14), st-thomas (#48), review (#1)",read,,,,1,,,0,,,,,
13542563,The Ocean of Life: The Fate of Man and the Sea,Callum Roberts,"Roberts, Callum",,"=""067002354X""","=""9780670023547""",5,4.27,Viking Books,Hardcover,405,2012,2012,2015/08/18,2014/02/09,"ocean, biology, science, nonfiction, favorites, review","ocean (#5), biology (#12), science (#18), nonfiction (#111), favorites (#29), review (#3)",read,,,,1,,,0,,,,,
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",5,4.16,Allyn & Bacon,Hardcover,105,1999,1918,2021/01/03,2014/02/09,"classics, nonfiction, kindle, self-help, want-to-own, books-about-books, review","classics (#41), nonfiction (#93), kindle (#344), self-help (#40), want-to-own (#8), books-about-books (#17), review (#2)",read,,,,1,,,0,,,,,
14280,Runaway: Stories,Alice Munro,"Munro, Alice",,"=""1400077915""","=""9781400077915""",3,3.98,Vintage Contemporaries,Paperback,335,2005,2003,2021/01/09,2014/06/11,"fiction, library, short-stories, award-winning","fiction (#178), library (#118), short-stories (#7), award-winning (#91)",read,,,,1,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.98,Alfred A. Knopf,Hardcover,241,2006,2006,,2014/02/09,"to-read, top-100-lifetime, fiction, kindle, highly-recommended, science-fiction","to-read (#12), top-100-lifetime (#47), fiction (#12), kindle (#229), highly-recommended (#109), science-fiction (#102)",to-read,,,,0,,,0,,,,,
16650021,"Little House on the Prairie (Little House, #2)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",,"=""1405264144""","=""9781405264143""",4,4.20,Egmont Books (UK),Hardcover,244,2012,1935,2021/01/05,2014/02/09,"top-100-lifetime, fiction, classics, audio, library, childrens","top-100-lifetime (#70), fiction (#105), classics (#31), audio (#69), library (#290), childrens (#41)",read,,,,1,,,0,,,,,
21686,Shutter Island,Dennis Lehane,"Lehane, Dennis",,"=""038073186X""","=""9780380731862""",0,4.09,HarperTorch,Mass Market Paperback,369,2004,2003,,2014/02/09,"to-read, fiction, made-into-movie, kindle, horror, thriller","to-read (#85), fiction (#130), made-into-movie (#31), kindle (#179), horror (#27), thriller (#31)",to-read,,,,0,,,0,,,,,
473850,Make Room! Make Room!,Harry Harrison,"Harrison, Harry",,"=""0553564587""","=""9780553564587""",0,3.72,Spectra,Mass Market Paperback,288,1994,1966,,2014/02/09,"to-read, fiction, made-into-movie, kindle","to-read (#96), fiction (#140), made-into-movie (#37), kindle (#346)",to-read,,,,0,,,0,,,,,
1078,"The Good Earth (House of Earth, #1)",Pearl S. Buck,"Buck, Pearl S.",Gianny Buditjahya,"=""1416500189""","=""9781416500186""",0,3.99,Howard Publishing Co,Paperback,418,2009,1931,,2014/02/09,"to-read, top-100-lifetime, fiction, audio, library","to-read (#30), top-100-lifetime (#42), fiction (#52), audio (#70), library (#295)",to-read,,,,0,,,0,,,,,
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",0,4.00,Harper Perennial Modern Classics,Paperback,448,2000,1994,,2017/02/12,"to-read, biology, learning, munger, nonfiction, science, library","to-read (#263), biology (#65), learning (#34), munger (#13), nonfiction (#167), science (#134), library (#294)",to-read,,,,0,,,0,,,,,
821611,The Story of My Life,Helen Keller,"Keller, Helen",,"=""0553213873""","=""9780553213874""",0,4.07,Bantam Classics,Paperback,240,1990,1902,,2014/02/09,"to-read, top-100-lifetime, biography, diversity, learning, library, nonfiction","to-read (#33), top-100-lifetime (#51), biography (#119), diversity (#42), learning (#89), library (#293), nonfiction (#408)",to-read,,,,0,,,0,,,,,
36420458,Facts and Fears: Hard Truths from a Life in Intelligence,James R. Clapper,"Clapper, James R.",Trey Brown,"=""0525558640""","=""9780525558644""",0,4.13,Viking,Hardcover,432,2018,2018,,2018/06/01,"to-read, biography, history, learning, nonfiction, library","to-read (#308), biography (#60), history (#112), learning (#54), nonfiction (#240), library (#291)",to-read,,,,0,,,0,,,,,
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.22,Arrow Books,Paperback,421,2002,1988,,2014/02/09,"to-read, fiction, made-into-movie, horror, kindle","to-read (#19), fiction (#22), made-into-movie (#9), horror (#23), kindle (#345)",to-read,,,,0,,,0,,,,,
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.23,HarperCollins Publishers,Paperback,206,2005,1950,,2014/03/02,"to-read, read-again, made-into-movie, fiction, bedroom, guestroom, bbc, classics, audio, library","to-read (#121), read-again (#4), made-into-movie (#41), fiction (#199), bedroom (#12), guestroom (#7), bbc (#88), classics (#96), audio (#68), library (#289)",to-read,,,,0,,,1,,,unspecified,,
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",,"=""0451528824""","=""9780451528827""",0,4.28,Signet Book,Paperback,320,2003,1908,,2014/02/09,"to-read, fiction, classics, bbc, read-again, audio, library","to-read (#44), fiction (#88), classics (#24), bbc (#31), read-again (#10), audio (#67), library (#288)",to-read,,,,0,,,0,,,,,
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.34,Ballantine Books,Paperback,527,2015,1965,,2014/02/09,"to-read, top-100-lifetime, biography, library","to-read (#59), top-100-lifetime (#85), biography (#1), library (#287)",to-read,,,,0,,,0,,,,,
23398748,Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,"MacAskill, William",,"=""1592409105""","=""9781592409105""",0,4.25,Avery,Hardcover,272,2015,2015,,2021/01/01,"to-read, highly-recommended, learning, nonfiction, self-help","to-read (#358), highly-recommended (#108), learning (#88), nonfiction (#405), self-help (#39)",to-read,,,,0,,,0,,,,,
45016784,Moral Compass,Danielle Steel,"Steel, Danielle",,"=""""","=""""",2,3.99,Dell,Kindle Edition,288,2020,2020,2020/03/11,2020/02/09,"fiction, library, new, chick-lit","fiction (#473), library (#139), new (#38), chick-lit (#28)",read,,,,1,,,0,,,,,
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",4,4.07,Ballantine Books,Mass Market Paperback,416,1991,1990,2015/08/22,2015/08/16,"science, fiction, science-fiction, thriller, read-again","science (#99), fiction (#296), science-fiction (#18), thriller (#16), read-again (#32)",read,,,,1,,,0,,,,,
294035,Frames of Mind: The Theory of Multiple Intelligences,Howard Gardner,"Gardner, Howard",,"=""0465025102""","=""9780465025107""",3,4.01,Basic Books,Paperback,496,1993,1983,2014/03/09,2014/02/09,"nonfiction, science","nonfiction (#403), science (#222)",read,,,,1,,,0,,,,,
10614,Misery,Stephen King,"King, Stephen",,"=""0450417395""","=""9780450417399""",4,4.19,New English Library,Paperback,370,1988,1987,2014/03/07,2014/02/09,"horror, fiction","horror (#4), fiction (#539)",read,,,,1,,,0,,,,,
577537,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""""","=""""",3,3.75,Dover Publications,Paperback,396,1993,1597,2014/02/14,2014/02/13,"classics, fiction","classics (#158), fiction (#538)",read,,,,1,,,0,,,,,
8352586,Selection in Natural Populations,Jeffry B. Mitton,"Mitton, Jeffry B.",,"=""019506352X""","=""9780195063523""",4,4.00,"Oxford University Press, USA",Hardcover,256,1997,1997,2014/02/13,2014/02/09,"nonfiction, biology","nonfiction (#402), biology (#113)",read,,,,1,,,0,,,,,
16158068,Frederick Weyerhaeuser and the American West,Judith Koll Healey,"Healey, Judith Koll",Char Miller,"=""0873518918""","=""9780873518918""",4,3.73,Minnesota Historical Society Press,Paperback,256,2013,2013,2014/01/01,2014/02/09,"history, nonfiction","history (#176), nonfiction (#401)",read,,,,1,,,0,,,,,
7663,A Case of Need,Jeffery Hudson,"Hudson, Jeffery",Michael Crichton,"=""0451210638""","=""9780451210630""",2,3.74,Signet,Paperback,416,2003,1968,,2014/02/09,"thriller, fiction","thriller (#30), fiction (#537)",read,,,,1,,,0,,,,,
