Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
179780,The Exorcist,William Peter Blatty,"Blatty, William Peter",,"=""""","=""""",0,4.20,HarperTorch,Mass Market Paperback,385,1994,1971,,2014/02/09,"to-read, fiction, made-into-movie, horror, library-open","to-read (#59), fiction (#134), made-into-movie (#33), horror (#21), library-open (#26)",to-read,,,,0,0
12187,"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,"Nabokov, Vladimir",,"=""0679725229""","=""9780679725220""",0,4.13,Vintage,Paperback,606,1990,1969,,2014/04/30,"to-read, fiction, life-changing, library-open","to-read (#96), fiction (#164), life-changing (#7), library-open (#25)",to-read,,,,0,0
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",0,4.10,Ballantine Books,Hardcover,610,1999,1978,,2014/02/09,"to-read, top-100-lifetime, fiction, library-open","to-read (#42), top-100-lifetime (#99), fiction (#117), library-open (#24)",to-read,,,,0,0
503051,The Diversity of Life (Questions of Science),Edward O. Wilson,"Wilson, Edward O.",,"=""0393319407""","=""9780393319408""",0,4.21,W. W. Norton & Company,Paperback,432,1999,1992,,2015/09/23,"biology, highly-recommended, classics, to-read, history, learning, nonfiction, science, history-of-science, library-open","biology (#52), highly-recommended (#20), classics (#99), to-read (#172), history (#60), learning (#10), nonfiction (#121), science (#98), history-of-science (#30), library-open (#23)",to-read,,,,0,0
11256979,The Magic of Reality: How We Know What's Really True,Richard Dawkins,"Dawkins, Richard",Dave McKean,"=""1439192812""","=""9781439192818""",0,4.05,Free Press,Hardcover,271,2011,2011,,2015/06/14,"biology, history-of-science, highly-recommended, to-read, nonfiction, science, learning, library-open","biology (#46), history-of-science (#24), highly-recommended (#11), to-read (#147), nonfiction (#94), science (#84), learning (#6), library-open (#22)",to-read,,,,0,0
317330,The Strategy of Conflict,Thomas C. Schelling,"Schelling, Thomas C.",,"=""0674840313""","=""9780674840317""",0,4.01,Harvard University Press,Paperback,328,1981,1960,,2019/09/22,"to-read, highly-recommended, learning, nonfiction, philosophy, science, self-help, library-open","to-read (#241), highly-recommended (#73), learning (#43), nonfiction (#289), philosophy (#33), science (#184), self-help (#18), library-open (#21)",to-read,,,,0,0
318087,Systematics and the Origin of Species from the Viewpoint of a Zoologist: With a New Introduction by the Author,Ernst W. Mayr,"Mayr, Ernst W.",,"=""0674862503""","=""9780674862500""",0,4.22,Harvard University Press,Paperback,372,1999,1942,,2015/06/14,"to-read, nonfiction, history-of-science, highly-recommended, biology, science, library-open","to-read (#150), nonfiction (#97), history-of-science (#26), highly-recommended (#14), biology (#48), science (#87), library-open (#20)",to-read,,,,0,0
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",0,4.14,Cambridge University Press,Paperback,184,1992,1944,,2015/06/14,"biology, highly-recommended, history-of-science, to-read, science, nonfiction, library-open","biology (#47), highly-recommended (#13), history-of-science (#25), to-read (#149), science (#86), nonfiction (#96), library-open (#19)",to-read,,,,0,0
17362,Black Holes & Time Warps: Einstein's Outrageous Legacy,Kip S. Thorne,"Thorne, Kip S.",Stephen Hawking,"=""0393312763""","=""9780393312768""",0,4.22,W. W. Norton & Company,Paperback,624,1995,1994,,2015/04/20,"science, nonfiction, highly-recommended, to-read, space, library-open","science (#58), nonfiction (#46), highly-recommended (#9), to-read (#126), space (#2), library-open (#18)",to-read,,,,0,0
82256,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""0684832720""","=""9780684832722""",0,4.20,Touchstone,Paperback,448,1999,1997,,2021/04/18,"to-read, highly-recommended, learning, nonfiction, review, library-open","to-read (#261), highly-recommended (#75), learning (#55), nonfiction (#430), review (#109), library-open (#17)",to-read,,,,0,0
6497054,On Being a Scientist: A Guide to Responsible Conduct in Research,"National Academies of Sciences, Engineering, and Medicine","Medicine, National Academies of Sciences, Engineering, and",Institute of Medicine,"=""0309119707""","=""9780309119702""",0,3.46,National Academies Press,Paperback,82,2009,2008,,2015/05/14,"history-of-science, biology, highly-recommended, science, nonfiction, to-read, island, library-open","history-of-science (#23), biology (#43), highly-recommended (#10), science (#80), nonfiction (#85), to-read (#144), island (#5), library-open (#15)",to-read,,,,0,0
207239,Neutral Buoyancy: Adventures in a Liquid World,Tim Ecott,"Ecott, Tim",,"=""0802139078""","=""9780802139078""",0,3.79,Grove Press,Paperback,368,2002,2001,,2018/11/16,"to-read, diving, island, nonfiction, ocean, library-open","to-read (#229), diving (#27), island (#25), nonfiction (#254), ocean (#56), library-open (#14)",to-read,,,,0,0
821026,A Trip to the Beach: Living on Island Time in the Caribbean,Melinda Blanchard,"Blanchard, Melinda",Robert Blanchard,"=""060980748X""","=""9780609807484""",0,3.93,Three Rivers Press,Paperback,296,2001,2000,,2019/03/27,"to-read, biography, island, nonfiction, ocean, self-help, library-open","to-read (#237), biography (#74), island (#30), nonfiction (#270), ocean (#59), self-help (#14), library-open (#13)",to-read,,,,0,0
23794,Dark Descent: Diving and the Deadly Allure of the Empress of Ireland,Kevin F. McMurray,"McMurray, Kevin F.",,"=""0071456309""","=""9780071456302""",0,3.95,International Marine,Paperback,288,2005,2004,,2018/11/16,"to-read, diving, history, island, nonfiction, ocean, library-open","to-read (#224), diving (#22), history (#119), island (#20), nonfiction (#249), ocean (#51), library-open (#12)",to-read,,,,0,0
17856621,"The Complete Diver: The History, Science and Practice of Scuba Diving",Alex Brylske,"Brylske, Alex",,"=""0615721338""","=""""",0,4.32,,Paperback,346,2012,2012,,2022/07/22,"to-read, diving, history, history-of-science, island, learning, nonfiction, ocean, recommended, review, library-open","to-read (#271), diving (#38), history (#209), history-of-science (#105), island (#36), learning (#65), nonfiction (#488), ocean (#93), recommended (#11), review (#156), library-open (#10)",to-read,,,,0,0
6235218,Exploring the Titanic: How the Greatest Ship Ever Lost Was Found,Robert D. Ballard,"Ballard, Robert D.",,"=""1897330537""","=""9781897330531""",0,4.28,Madison Press Books,Paperback,64,2010,1988,,2015/08/16,"to-read, diving, history, island, nonfiction, ocean, science, library-open","to-read (#169), diving (#11), history (#57), island (#3), nonfiction (#113), ocean (#31), science (#94), library-open (#9)",to-read,,,,0,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,2015/07/08,2014/02/09,"bedroom, fiction, kindle, bbc, favorites, fantasy, made-into-movie, young-adult","bedroom (#15), fiction (#234), kindle (#6), bbc (#63), favorites (#24), fantasy (#10), made-into-movie (#110), young-adult (#20)",read,,,,4,0
61272032,More: Life on the Edge of Adventure and Motherhood,Majka Burhardt,"Burhardt, Majka",,"=""1639363505""","=""9781639363506""",5,4.03,Pegasus Books,Kindle Edition,335,2023,,2023/03/26,2023/03/06,"biography, diving, emotional, kindle, new, nonfiction, self-help","biography (#148), diving (#41), emotional (#67), kindle (#403), new (#117), nonfiction (#532), self-help (#70)",read,,,,1,0
61129785,"Brain Energy: A Revolutionary Breakthrough in Understanding Mental Health—and Improving Treatment for Anxiety, Depression, OCD, PTSD, and More",Christopher M. Palmer,"Palmer, Christopher M.",,"=""1637741588""","=""9781637741580""",4,4.14,BenBella Books,Hardcover,320,2022,2022,2023/03/25,2023/02/21,"library, nonfiction, psychology, science, biology, self-help","library (#400), nonfiction (#529), psychology (#38), science (#274), biology (#155), self-help (#72)",read,,,,1,0
55825856,The Brilliant Abyss,Helen Scales,"Scales, Helen",,"=""0802158242""","=""9780802158246""",5,4.04,Atlantic Monthly Press,ebook,288,2021,2021,2023/03/24,2021/12/02,"biology, nonfiction, ocean, review, science, st-thomas","biology (#132), nonfiction (#464), ocean (#87), review (#139), science (#246), st-thomas (#76)",read,,,,1,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",4,4.16,Simon & Schuster,Hardcover,675,2007,2007,2023/03/16,2014/02/09,"from-mike, biography, history-of-science, kindle, nonfiction, science, munger, history","from-mike (#2), biography (#2), history-of-science (#19), kindle (#46), nonfiction (#76), science (#75), munger (#15), history (#219)",read,,,,1,0
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane",,"=""0375714839""","=""9780375714832""",4,4.40,Pantheon Books,Paperback,341,2007,2007,2023/03/11,2022/10/15,"award-winning, biography, diversity, emotional, made-into-movie, nonfiction, st-thomas, top-100-lifetime, history","award-winning (#120), biography (#139), diversity (#63), emotional (#60), made-into-movie (#180), nonfiction (#499), st-thomas (#94), top-100-lifetime (#107), history (#218)",read,,,,1,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",4,4.28,Simon & Schuster,Paperback,916,2006,2005,2023/03/09,2014/02/09,"top-100-lifetime, audio, biography, history, library, nonfiction","top-100-lifetime (#81), audio (#43), biography (#106), history (#163), library (#224), nonfiction (#366)",read,,,,1,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",4,4.03,Picador USA,Paperback,529,2002,2002,2023/03/07,2014/02/09,"top-100-lifetime, fiction, life-changing, kindle, award-winning, diversity","top-100-lifetime (#75), fiction (#106), life-changing (#6), kindle (#156), award-winning (#66), diversity (#72)",read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,2015/06/29,2014/02/09,"bedroom, fiction, kindle, bbc, favorites, fantasy, made-into-movie, young-adult, st-thomas","bedroom (#18), fiction (#237), kindle (#5), bbc (#61), favorites (#23), fantasy (#9), made-into-movie (#109), young-adult (#21), st-thomas (#17)",read,,,,4,0
7054123,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,"Blum, Deborah",,"=""1594202435""","=""9781594202438""",0,4.01,Penguin Press,Hardcover,319,2010,2010,,2017/11/08,"to-read, biography, highly-recommended, history, history-of-science, learning, nonfiction, science, library-open","to-read (#210), biography (#45), highly-recommended (#66), history (#90), history-of-science (#51), learning (#29), nonfiction (#194), science (#148), library-open (#5)",to-read,,,,0,0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,"=""""","=""""",5,4.57,Del Rey,Mass Market Paperback,404,2003,1955,2014/04/15,2014/02/09,"fiction, made-into-movie, bbc, kindle, favorites, fantasy, st-thomas","fiction (#63), made-into-movie (#21), bbc (#57), kindle (#226), favorites (#26), fantasy (#48), st-thomas (#26)",read,,,,2,0
40289,The Abyss,Orson Scott Card,"Card, Orson Scott",,"=""0099690608""","=""9780099690603""",0,4.08,Legend,Paperback,363,1989,1989,,2014/02/09,"to-read, fiction, ocean, made-into-movie, island, diving, library-open","to-read (#76), fiction (#146), ocean (#11), made-into-movie (#38), island (#1), diving (#30), library-open (#4)",to-read,,,,0,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,2015/06/23,2014/02/09,"bedroom, fiction, kindle, bbc, favorites, fantasy, made-into-movie, young-adult, st-thomas","bedroom (#17), fiction (#236), kindle (#4), bbc (#62), favorites (#21), fantasy (#8), made-into-movie (#106), young-adult (#22), st-thomas (#16)",read,,,,4,0
567709,"Great Books: My Adventures with Homer, Rousseau, Woolf, and Other Indestructible Writers of the Western World",David Denby,"Denby, David",,"=""0684835339""","=""9780684835334""",0,3.86,Simon & Schuster,Paperback,511,1997,1996,,2014/02/23,"to-read, from-mike, top-100-lifetime, classics, books-about-books, nonfiction, library-open","to-read (#9), from-mike (#8), top-100-lifetime (#104), classics (#48), books-about-books (#8), nonfiction (#521), library-open (#2)",to-read,,,,0,0
819886,Between Pacific Tides,Edward F. Ricketts,"Ricketts, Edward F.","Jack Calvin, Joel W. Hedgpeth, David W. Phillips","=""0804720681""","=""9780804720687""",5,4.68,Stanford University Press,Paperback,652,1992,1968,2023/02/26,2014/02/09,"ocean, biology, science, nonfiction, history-of-science, library-open","ocean (#7), biology (#15), science (#21), nonfiction (#514), history-of-science (#110), library-open (#1)",read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,2015/06/22,2014/02/09,"fiction, bedroom, kindle, bbc, favorites, fantasy, made-into-movie, young-adult, st-thomas","fiction (#233), bedroom (#14), kindle (#3), bbc (#65), favorites (#25), fantasy (#7), made-into-movie (#107), young-adult (#23), st-thomas (#15)",read,,,,4,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,2015/06/21,2014/02/09,"kindle, bedroom, fiction, bbc, favorites, fantasy, made-into-movie, young-adult, st-thomas","kindle (#2), bedroom (#16), fiction (#235), bbc (#64), favorites (#8), fantasy (#6), made-into-movie (#108), young-adult (#24), st-thomas (#14)",read,,,,4,1
60769830,How Far the Light Reaches: A Life in Ten Sea Creatures,Sabrina Imbler,"Imbler, Sabrina",,"=""0316540536""","=""9780316540537""",5,4.13,"Little, Brown and Company",Hardcover,263,2022,2022,2023/02/26,2022/12/11,"biography, biology, library, nonfiction, science, ocean, diversity, emotional, short-stories","biography (#144), biology (#152), library (#388), nonfiction (#510), science (#271), ocean (#97), diversity (#70), emotional (#65), short-stories (#20)",read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",4,4.16,Knopf,Hardcover,401,2022,2022,2023/02/24,2022/12/24,"audio, award-winning, diversity, fiction, library","audio (#111), award-winning (#122), diversity (#66), fiction (#584), library (#392)",read,,,,1,0
23164968,"Pirate Hunters: Treasure, Obsession, and the Search for a Legendary Pirate Ship",Robert Kurson,"Kurson, Robert",,"=""1400063361""","=""9781400063369""",4,4.03,Random House,Hardcover,275,2015,2015,2023/02/19,2015/08/16,"diving, history, nonfiction, ocean, kindle","diving (#9), history (#45), nonfiction (#111), ocean (#30), kindle (#380)",read,,,,1,0
34237826,Grant,Ron Chernow,"Chernow, Ron",,"=""159420487X""","=""9781594204876""",4,4.49,Penguin Press ,Hardcover,1074,2017,2017,2023/02/18,2018/12/27,"biography, history, kindle, nonfiction","biography (#66), history (#126), kindle (#311), nonfiction (#259)",read,,,,1,0
11566,The Green Mile,Stephen King,"King, Stephen",,"=""0451933028""","=""9780451933027""",5,4.48,Penguin Signet,Paperback,592,1996,1996,2023/02/16,2014/03/05,"made-into-movie, kindle, fiction, emotional","made-into-movie (#41), kindle (#202), fiction (#333), emotional (#64)",read,,,,1,0
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",5,4.49,Houghton Mifflin,Paperback,322,1993,1954,2014/04/12,2014/02/09,"fiction, made-into-movie, bbc, kindle, favorites, st-thomas, fantasy","fiction (#64), made-into-movie (#22), bbc (#56), kindle (#240), favorites (#27), st-thomas (#25), fantasy (#49)",read,,,,2,0
11389,Arrowsmith,Sinclair Lewis,"Lewis, Sinclair",E.L. Doctorow,"=""0451526910""","=""9780451526915""",3,3.84,Harcourt Brace Jovanovich,Hardcover,428,1953,1925,2023/02/11,2023/02/05,"award-winning, classics, fiction, history-of-science, library, science","award-winning (#123), classics (#166), fiction (#599), history-of-science (#109), library (#396), science (#273)",read,,,,1,0
164064,"Time, Love, Memory: A Great Biologist and His Quest for the Origins of Behavior",Jonathan Weiner,"Weiner, Jonathan",,"=""0679763902""","=""9780679763901""",3,4.18,Knopf Doubleday Publishing Group,Paperback,320,2000,1999,2023/02/08,2016/09/24,"biology, history-of-science, nonfiction, science, kindle, biography","biology (#59), history-of-science (#40), nonfiction (#143), science (#116), kindle (#396), biography (#147)",read,,,,1,0
33080122,"The Calculating Stars (Lady Astronaut Universe, #1)",Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""""","=""""",4,3.96,Tor Books,Paperback,431,2018,2018,2023/02/05,2020/06/25,"award-winning, fiction, kindle, science-fiction, space, diversity, read-again","award-winning (#85), fiction (#485), kindle (#329), science-fiction (#85), space (#60), diversity (#68), read-again (#43)",read,,,,1,0
53041190,Koji Alchemy: Rediscovering the Magic of Mold-Based Fermentation,Jeremy Umansky,"Umansky, Jeremy","Rich Shih, Sandor Ellix Katz","=""160358868X""","=""9781603588683""",4,4.51,Chelsea Green Publishing Company,Hardcover,352,2020,,2023/02/05,2022/11/12,"cooking, nonfiction, st-thomas","cooking (#12), nonfiction (#506), st-thomas (#97)",read,,,,1,0
150469,The Flight of the Iguana: A Sidelong View of Science and Nature,David Quammen,"Quammen, David",,"=""0684836262""","=""9780684836263""",0,4.18,Scribner,Paperback,320,1998,1988,,2023/02/04,"to-read, biology, island, nonfiction, science, st-thomas","to-read (#276), biology (#153), island (#38), nonfiction (#526), science (#272), st-thomas (#103)",to-read,,,,0,0
556602,Sarah's Key,Tatiana de Rosnay,"Rosnay, Tatiana de",,"=""0312370830""","=""9780312370831""",0,4.18,St. Martins Press,Hardcover,294,2007,2006,,2015/04/05,"fiction, to-read, history, highly-recommended, st-thomas","fiction (#224), to-read (#122), history (#18), highly-recommended (#8), st-thomas (#101)",to-read,,,,0,0
55507038,How Stella Learned to Talk: The Groundbreaking Story of the World's First Talking Dog,Christina Hunger,"Hunger, Christina",,"=""0063046830""","=""9780063046832""",4,4.42,William Morrow,Hardcover,272,2021,2021,2021/09/20,2021/08/04,"biography, kindle, nonfiction, review, psychology","biography (#128), kindle (#350), nonfiction (#445), review (#122), psychology (#18)",read,,,,2,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.20,Harper,Kindle Edition,450,2017,2015,2023/01/23,2022/12/09,"biology, library, nonfiction, philosophy, science","biology (#151), library (#387), nonfiction (#509), philosophy (#64), science (#270)",read,,,,1,0
1590057,The Unnatural History of the Sea,Callum Roberts,"Roberts, Callum",,"=""1597261025""","=""9781597261029""",0,4.34,Shearwater,Hardcover,456,2007,2007,,2014/02/09,"to-read, ocean, science, nonfiction, history, history-of-science","to-read (#75), ocean (#8), science (#22), nonfiction (#525), history (#215), history-of-science (#108)",to-read,,,,0,0
27333,Silent Spring,Rachel Carson,"Carson, Rachel",,"=""0618249060""","=""9780618249060""",3,4.04,Mariner Books,Paperback,378,2022,1962,2014/03/30,2014/02/09,"biology, science, classics, history-of-science, nonfiction","biology (#5), science (#8), classics (#33), history-of-science (#11), nonfiction (#524)",read,,,,1,0
30201328,Reality Is Not What It Seems: The Journey to Quantum Gravity,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0735213925""","=""9780735213920""",0,4.33,Riverhead Books,Hardcover,280,2017,2014,,2017/03/31,"to-read, history-of-science, learning, science, nonfiction","to-read (#191), history-of-science (#47), learning (#24), science (#135), nonfiction (#523)",to-read,,,,0,0
4137,Me Talk Pretty One Day,David Sedaris,"Sedaris, David",,"=""0349113912""","=""9780349113913""",0,4.01,"Little, Brown and Company",Paperback,272,2001,2000,,2014/02/09,"to-read, top-100-lifetime, life-changing, kindle, nonfiction, biography","to-read (#11), top-100-lifetime (#74), life-changing (#8), kindle (#153), nonfiction (#522), biography (#146)",to-read,,,,0,0
31548,Of Human Bondage,W. Somerset Maugham,"Maugham, W. Somerset","Maeve Binchy, Benjamin DeMott","=""0451530179""","=""9780451530172""",0,4.14,Signet,Mass Market Paperback,684,2007,1915,,2014/02/09,"to-read, top-100-lifetime, kindle, fiction","to-read (#34), top-100-lifetime (#77), kindle (#163), fiction (#597)",to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",0,3.96,Penguin Classics,Paperback,416,2003,-400,,2014/03/06,"from-mike, to-read, classics, kindle, fiction, philosophy","from-mike (#13), to-read (#87), classics (#52), kindle (#225), fiction (#596), philosophy (#68)",to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Andrew Lang, Alexander Pope, W.H.D. Rouse, Bernard Knox, William Lucas Collins, G. Chapman, Walter Leaf, Ernest Myers, Gilbert Wakefield, Prentiss Cummings, R. Hooper, Richmond Lattimore, G. Cerri","=""0140275363""","=""9780140275360""",0,3.91,Penguin Classics,Library Binding,704,1999,-800,,2014/02/25,"to-read, from-mike, classics, kindle, st-thomas, fiction","to-read (#83), from-mike (#9), classics (#49), kindle (#207), st-thomas (#27), fiction (#594)",to-read,,,,0,0
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",5,4.31,Random House Books for Young Readers,Hardcover,64,1988,1960,,2014/02/09,"short-classics, childrens, fiction","short-classics (#28), childrens (#11), fiction (#593)",read,,,,1,0
191139,"Oh, the Places You’ll Go!",Dr. Seuss,"Seuss, Dr.",,"=""0679805273""","=""9780679805274""",5,4.36,Random House Books for Young Readers,Hardcover,44,1990,1990,,2014/02/09,"childrens, fiction","childrens (#30), fiction (#592)",read,,,,1,0
101942,"The Tripods Trilogy (The Tripods, #1-3)",John Christopher,"Christopher, John",,"=""0020425716""","=""9780020425717""",0,4.20,Collier Books,Paperback,224,1988,1967,,2016/05/05,"read-again, science-fiction, young-adult, fiction","read-again (#10), science-fiction (#23), young-adult (#91), fiction (#591)",read,,,,1,0
32929,Goodnight Moon,Margaret Wise Brown,"Brown, Margaret Wise",Clement Hurd,"=""0060775858""","=""9780060775858""",5,4.31,HarperCollins,Hardcover,32,2007,1947,,2014/02/09,"childrens, fiction","childrens (#39), fiction (#590)",read,,,,1,0
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",5,4.03,Pantheon,Hardcover,229,2008,2008,2014/05/08,2014/02/09,"science, biology, favorites, review, nonfiction","science (#33), biology (#21), favorites (#15), review (#40), nonfiction (#517)",read,,,,1,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",5,4.21,Bantam Books,Paperback,226,1998,1988,2019/02/07,2014/02/09,"top-100-lifetime, science, history, history-of-science, space, kindle, review, nonfiction","top-100-lifetime (#2), science (#1), history (#3), history-of-science (#5), space (#13), kindle (#287), review (#39), nonfiction (#516)",read,Complex scientific principles distilled concisely into understandable analogies. Remarkable.,,,1,0
8204273,"Essays, First Series",Ralph Waldo Emerson,"Emerson, Ralph Waldo",,"=""""","=""""",0,4.16,,Kindle Edition,,,1842,,2020/11/07,"to-read, classics, philosophy, kindle, nonfiction","to-read (#254), classics (#148), philosophy (#43), kindle (#364), nonfiction (#515)",to-read,,,,0,0
5344,Hard Times,Charles Dickens,"Dickens, Charles","Jeff Nunokawa, Gage McWeeny","=""0321107217""","=""9780321107213""",0,3.54,Pearson,Paperback,384,2003,1854,,2014/03/06,"from-mike, to-read, classics, history, kindle, fiction","from-mike (#12), to-read (#86), classics (#51), history (#157), kindle (#365), fiction (#589)",to-read,,,,0,0
8442457,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,4.14,Weidenfeld & Nicolson,Hardcover,399,2012,2012,,2014/02/09,"thriller, chick-lit, fiction","thriller (#4), chick-lit (#1), fiction (#588)",read,,,,1,0
59039926,"The Last Resort: A Chronicle of Paradise, Profit, and Peril at the Beach",Sarah Stodola,"Stodola, Sarah",,"=""0062951629""","=""9780062951625""",4,3.58,Ecco,Hardcover,352,2022,2022,2023/01/14,2022/08/10,"nonfiction, ocean, kindle, climate-change, history, island","nonfiction (#489), ocean (#94), kindle (#401), climate-change (#24), history (#214), island (#37)",read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.35,Avery,Kindle Edition,319,2018,2018,2021/07/09,2021/03/19,"library, nonfiction, review, self-help, psychology","library (#315), nonfiction (#424), review (#105), self-help (#51), psychology (#14)",read,,,,2,0
18594634,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder",Arianna Huffington,"Huffington, Arianna",,"=""0804140847""","=""9780804140843""",3,3.69,Harmony,Hardcover,352,2014,2014,2023/01/12,2022/12/12,"audio, biography, library, nonfiction, self-help","audio (#110), biography (#145), library (#391), nonfiction (#513), self-help (#66)",read,,,,1,0
43708884,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"Mackesy, Charlie",,"=""1529105102""","=""9781529105100""",5,4.56,Ebury Press,Hardcover,128,2019,2019,2023/01/07,2023/01/06,"childrens, fiction, st-thomas, read-again","childrens (#42), fiction (#587), st-thomas (#99), read-again (#42)",read,,,,1,0
59629560,The Women Could Fly,Megan Giddings,"Giddings, Megan",,"=""0063116995""","=""9780063116993""",4,3.59,Amistad,Hardcover,288,2022,2022,2023/01/05,2022/12/25,"audio, diversity, fantasy, fiction, library","audio (#112), diversity (#67), fantasy (#99), fiction (#585), library (#393)",read,,,,1,0
10603,Cujo,Stephen King,"King, Stephen",,"=""0307348245""","=""9780307348241""",3,3.78,Debolsillo,Mass Market Paperback,432,2006,1981,2023/01/05,2014/03/05,"fiction, banned, kindle, horror, made-into-movie, thriller","fiction (#149), banned (#19), kindle (#119), horror (#9), made-into-movie (#181), thriller (#39)",read,,,,1,0
6424171,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0345370775""","=""9780345370778""",4,4.10,Ballantine Books,Mass Market Paperback,416,1991,1990,2015/08/22,2015/08/16,"fiction, science-fiction, thriller, read-again, library","fiction (#294), science-fiction (#18), thriller (#16), read-again (#28), library (#394)",read,,,,2,0
52668915,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds & Shape Our Futures",Merlin Sheldrake,"Sheldrake, Merlin",,"=""0525510311""","=""9780525510314""",5,4.35,Random House,Hardcover,352,2020,2020,2021/04/24,2021/02/24,"biology, library, nonfiction, science, climate-change, history-of-science, review, want-to-own","biology (#115), library (#309), nonfiction (#418), science (#224), climate-change (#8), history-of-science (#90), review (#111), want-to-own (#22)",read,,,,1,0
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",4,4.15,Dey Street Books,Hardcover,64,2015,2015,2020/04/26,2020/03/07,"humor, library, nonfiction, science, biology, space, want-to-own","humor (#36), library (#149), nonfiction (#315), science (#197), biology (#100), space (#59), want-to-own (#21)",read,,,,1,0
61355265,The Light We Carry: Overcoming in Uncertain Times,Michelle Obama,"Obama, Michelle",,"=""0593237463""","=""9780593237465""",4,4.27,Crown,Hardcover,319,2022,2022,2022/12/31,2022/11/18,"audio, biography, library, nonfiction, self-help","audio (#107), biography (#143), library (#385), nonfiction (#507), self-help (#63)",read,,,,1,0
