Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
30231749,The Gulf: The Making of an American Sea,Jack Emerson Davis,"Davis, Jack Emerson",,"=""087140866X""","=""9780871408662""",0,4.22,Liveright,Hardcover,608,2017,2017,,2019/12/15,"to-read, biology, history, learning, nonfiction, ocean, recommended, science, award-winning, library, audio","to-read (#246), biology (#95), history (#142), learning (#47), nonfiction (#300), ocean (#64), recommended (#5), science (#191), award-winning (#77), library (#454), audio (#161)",to-read,,,,0,0
65656,"Dragon Sea: A True Tale of Treasure, Archeology, and Greed off the Coast of Vietnam",Frank Pope,"Pope, Frank",,"=""0151012075""","=""9780151012077""",0,3.69,Houghton Mifflin Harcourt,Hardcover,368,2007,2007,,2018/11/16,"to-read, diving, history, island, nonfiction, ocean, library, audio","to-read (#227), diving (#25), history (#122), island (#23), nonfiction (#252), ocean (#54), library (#505), audio (#160)",to-read,,,,0,0
32264,The Family that Couldn't Sleep,D.T. Max,"Max, D.T.",,"=""1400062454""","=""9781400062454""",0,3.93,Random House,Hardcover,336,2006,2006,,2017/01/01,"nonfiction, history-of-science, to-read, science, biology, library, audio","nonfiction (#151), history-of-science (#41), to-read (#179), science (#119), biology (#61), library (#507), audio (#159)",to-read,,,,0,0
54218,The Mismeasure of Man,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0393314251""","=""9780393314250""",0,4.05,W. W. Norton & Company,Paperback,446,1996,1982,,2014/02/09,"to-read, biology, science, classics, history, history-of-science, nonfiction, philosophy, award-winning, library, audio","to-read (#51), biology (#6), science (#9), classics (#151), history (#169), history-of-science (#80), nonfiction (#378), philosophy (#49), award-winning (#97), library (#508), audio (#158)",to-read,,,,0,0
7640261,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,"Ryan, Christopher",Cacilda Jethá,"=""""","=""9780061707803""",0,3.98,HarperCollins,Hardcover,416,2010,2010,,2023/02/27,"to-read, biology, diversity, highly-recommended, history, nonfiction, library","to-read (#278), biology (#154), diversity (#71), highly-recommended (#82), history (#216), nonfiction (#530), library (#506)",to-read,,,,0,0
20613666,"100 Essays I Don't Have Time to Write: On Umbrellas and Sword Fights, Parades and Dogs, Fire Alarms, Children, and Theater",Sarah Ruhl,"Ruhl, Sarah",,"=""0865478147""","=""9780865478145""",0,4.04,"Farrar, Straus and Giroux",Hardcover,240,2014,2012,,2014/12/02,"to-read, highly-recommended, nonfiction, library","to-read (#115), highly-recommended (#5), nonfiction (#19), library (#504)",to-read,,,,0,0
113429,No One Belongs Here More Than You,Miranda July,"July, Miranda",,"=""0743299396""","=""9780743299398""",0,3.80,Scribner,Hardcover,205,2007,2007,,2023/02/27,"to-read, fiction, highly-recommended, humor, short-stories, library, audio","to-read (#279), fiction (#602), highly-recommended (#83), humor (#42), short-stories (#21), library (#498), audio (#157)",to-read,,,,0,0
12617,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,"Herman, Edward S.",Noam Chomsky,"=""0375714499""","=""9780375714498""",0,4.24,Pantheon,Paperback,412,2002,1988,,2023/03/10,"to-read, highly-recommended, learning, nonfiction, philosophy, psychology, library, audio","to-read (#281), highly-recommended (#84), learning (#68), nonfiction (#534), philosophy (#69), psychology (#40), library (#500), audio (#156)",to-read,,,,0,0
21913812,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,"=""1451697384""","=""9781451697384""",0,4.16,Simon & Schuster,Hardcover,576,2014,2014,,2021/10/09,"to-read, climate-change, highly-recommended, learning, nonfiction, review, library, audio","to-read (#264), climate-change (#14), highly-recommended (#77), learning (#59), nonfiction (#455), review (#130), library (#501), audio (#155)",to-read,,,,0,0
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,"Preston, Richard",,"=""1400064899""","=""9781400064892""",0,4.11,Random House,Hardcover,294,2007,2007,,2017/10/26,"to-read, biology, highly-recommended, learning, nonfiction, science, library, audio","to-read (#209), biology (#68), highly-recommended (#64), learning (#27), nonfiction (#190), science (#146), library (#502), audio (#154)",to-read,,,,0,0
14376,Einstein’s Dreams,Alan Lightman,"Lightman, Alan",,"=""140007780X""","=""9781400077809""",0,4.06,Vintage,Paperback,140,2004,1993,,2015/07/23,"highly-recommended, nonfiction, science, to-read, library","highly-recommended (#17), nonfiction (#105), science (#92), to-read (#152), library (#503)",to-read,,,,0,0
7614750,Cyrus the Great: The Arts of Leadership and War,Xenophon,"Xenophon, Xenophon",,"=""142990531X""","=""9781429905312""",0,4.13,Truman Talley Books,ebook,320,2007,-360,,2015/08/16,"to-read, biography, highly-recommended, history, life-changing, nonfiction, library","to-read (#171), biography (#26), highly-recommended (#18), history (#58), life-changing (#14), nonfiction (#117), library (#499)",to-read,,,,0,0
199372731,Eruption,Michael Crichton,"Crichton, Michael",James Patterson,"=""0316565083""","=""9780316565080""",3,3.94,"Little, Brown and Company",ebook,432,2024,2024,2024/07/31,2024/07/29,"fiction, library, new, thriller","fiction (#621), library (#497), new (#160), thriller (#42)",read,,,,1,0
77920745,A Day in the Life of Abed Salama: Anatomy of a Jerusalem Tragedy,Nathan Thrall,"Thrall, Nathan",,"=""1250854970""","=""9781250854971""",0,4.34,Metropolitan Books,Hardcover,272,2023,2023,,2024/06/08,"audio, award-winning, diversity, emotional, highly-recommended, library, new, nonfiction, currently-reading","audio (#152), award-winning (#132), diversity (#88), emotional (#79), highly-recommended (#87), library (#487), new (#156), nonfiction (#592), currently-reading (#3)",currently-reading,,,,1,0
999346,"Naughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,"Blackman, Malorie",,"=""1416900160""","=""9781416900160""",3,4.19,Simon Schuster Books for Young Readers,Hardcover,387,2005,2001,2024/07/29,2015/09/26,"fiction, diversity, kindle, young-adult","fiction (#297), diversity (#94), kindle (#410), young-adult (#108)",read,,,,1,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Albert R. Hibbs, Ralph Leighton, Edward Hutchings","=""0393316041""","=""9780393316049""",0,4.27,W. W. Norton & Company,Paperback,391,1997,1985,,2014/02/09,"science, guestroom, biography, nonfiction, history, history-of-science, kindle, to-read","science (#2), guestroom (#2), biography (#10), nonfiction (#30), history (#23), history-of-science (#3), kindle (#180), to-read (#297)",to-read,,,,1,0
199798785,Challenger: A True Story of Heroism and Disaster on the Edge of Space,Adam Higginbotham,"Higginbotham, Adam",,"=""198217661X""","=""9781982176617""",0,4.62,Avid Reader Press / Simon & Schuster,Hardcover,576,2024,2024,,2024/05/15,"to-read, history, history-of-science, learning, new, nonfiction, science, space, library","to-read (#288), history (#242), history-of-science (#120), learning (#71), new (#153), nonfiction (#588), science (#296), space (#86), library (#496)",to-read,,,,0,0
29496453,The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama XIV,"XIV, Dalai Lama","Desmond Tutu, Douglas Carlton Abrams","=""0399185046""","=""9780399185045""",5,4.38,Avery,Hardcover,354,2016,2016,2024/07/23,2022/12/12,"audio, emotional, library, nonfiction, philosophy, psychology, self-help, diversity, read-again","audio (#108), emotional (#62), library (#389), nonfiction (#511), philosophy (#65), psychology (#34), self-help (#64), diversity (#93), read-again (#64)",read,,,,1,0
289751,Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,"Wolf, Maryanne",,"=""0060186399""","=""9780060186395""",0,3.84,Harper,Hardcover,308,2007,2007,,2019/05/27,"biology, learning, nonfiction, science, books-about-books, kindle, currently-reading","biology (#89), learning (#40), nonfiction (#277), science (#179), books-about-books (#3), kindle (#381), currently-reading (#2)",currently-reading,,,,1,0
5899779,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",Seth Grahame-Smith,"Grahame-Smith, Seth",Jane Austen,"=""1594743347""","=""9781594743344""",0,3.31,Quirk Classics,Paperback,320,2009,2009,,2014/02/09,"fiction, kindle, abandoned","fiction (#15), kindle (#173), abandoned (#17)",abandoned,,,,1,0
195853492,The Explorers: A New History of America in Ten Expeditions,Amanda  Bellows,"Bellows, Amanda",,"=""0063227401""","=""9780063227408""",0,3.79,William Morrow,Hardcover,384,2024,2024,,2024/07/21,"to-read, biography, history, learning, new, nonfiction, space","to-read (#296), biography (#178), history (#244), learning (#76), new (#159), nonfiction (#598), space (#87)",to-read,,,,0,0
192761614,Chamber Divers: The Untold Story of the D-Day Scientists Who Changed Special Operations Forever,Rachel Lance,"Lance, Rachel",,"=""0593184939""","=""9780593184936""",3,4.06,Dutton,Hardcover,448,2024,2024,2024/07/19,2021/12/21,"diving, history, history-of-science, new, nonfiction, ocean, science, library","diving (#37), history (#207), history-of-science (#103), new (#96), nonfiction (#480), ocean (#90), science (#258), library (#490)",read,,,,1,0
23129839,Octavia's Brood: Science Fiction Stories from Social Justice Movements,Adrienne Maree Brown,"Brown, Adrienne Maree","Walidah Imarisha, Sheree Renée Thomas, Bao Phi, David F. Walker, Alexis Pauline Gumbs, Morrigan Phillips, Gabriel Teodros, Tunde Olaniran, Dawolu Jabari Anderson, Tara Betts, Vagabond, Jelani Wilson, Kalamu ya Salaam, LeVar Burton, Terry Bisson, Dani McClain, Leah Lakshmi Piepzna-Samarasinha, Mumia Abu-Jamal, Tananarive Due, Autumn Brown, Alixa Garcia, Mia Mingus","=""1849352097""","=""9781849352093""",0,3.94,AK Press,Paperback,296,2015,2015,,2024/07/19,"to-read, diversity, fiction, library, recommended, science-fiction, short-stories","to-read (#295), diversity (#92), fiction (#620), library (#495), recommended (#14), science-fiction (#123), short-stories (#22)",to-read,,,,0,0
29633913,"Emergent Strategy: Shaping Change, Changing Worlds (Emergent Strategy, #0)",Adrienne Maree Brown,"Brown, Adrienne Maree",,"=""1849352607""","=""9781849352604""",0,4.29,AK Press,Paperback,280,2017,2017,,2024/07/19,"to-read, emotional, nonfiction, recommended, self-help, climate-change, diversity","to-read (#294), emotional (#80), nonfiction (#597), recommended (#13), self-help (#87), climate-change (#34), diversity (#91)",to-read,,,,0,0
196774338,The Light Eaters: How the Unseen World of Plant Intelligence Offers a New Understanding of Life on Earth,Zoë Schlanger,"Schlanger, Zoë",,"=""0063073854""","=""9780063073852""",5,4.36,Harper,Hardcover,304,2024,2024,2024/07/12,2024/05/01,"biology, new, nonfiction, science, library, review","biology (#162), new (#152), nonfiction (#587), science (#295), library (#480), review (#162)",read,,,,1,0
197144545,Lies and Weddings,Kevin Kwan,"Kwan, Kevin",,"=""0385546297""","=""9780385546294""",3,3.86,Doubleday,Hardcover,437,2024,2024,2024/07/10,2024/06/08,"chick-lit, diversity, fiction, library, new, humor","chick-lit (#46), diversity (#89), fiction (#617), library (#488), new (#157), humor (#48)",read,,,,1,0
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.16,Hodder & Stoughton,Paperback,288,2005,1966,,2015/08/24,"fiction, highly-recommended, science-fiction, kindle, abandoned","fiction (#295), highly-recommended (#19), science-fiction (#19), kindle (#326), abandoned (#16)",abandoned,,,,1,0
22500958,The Age of Acquiescence: The Life and Death of American Resistance to Organized Wealth and Power,Steve Fraser,"Fraser, Steve",,"=""0316185434""","=""9780316185431""",0,3.82,"Little, Brown and Company",Hardcover,480,2015,2015,,2024/07/06,"to-read, history, learning, library, nonfiction","to-read (#293), history (#243), learning (#75), library (#494), nonfiction (#596)",to-read,,,,0,0
31580409,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",Bianca Bosker,"Bosker, Bianca",,"=""0698195906""","=""9780698195905""",4,3.96,Penguin Books,Hardcover,346,2017,2017,2024/07/05,2024/06/08,"cooking, library, nonfiction","cooking (#13), library (#486), nonfiction (#591)",read,,,,1,0
127282380,On the Move: The Overheating Earth and the Uprooting of America,Abrahm Lustgarten,"Lustgarten, Abrahm",,"=""0374171734""","=""9780374171735""",0,4.09,"Farrar, Straus and Giroux",Hardcover,336,2024,,,2024/07/03,"to-read, climate-change, learning, library, new, nonfiction","to-read (#292), climate-change (#33), learning (#74), library (#493), new (#158), nonfiction (#595)",to-read,,,,0,0
138505710,Doppelganger: A Trip into the Mirror World,Naomi Klein,"Klein, Naomi",,"=""0374610320""","=""9780374610326""",5,4.23,"Farrar, Straus and Giroux",Hardcover,416,2023,2023,2024/06/26,2024/04/14,"biography, library, new, nonfiction, psychology, award-winning, climate-change, diversity, read-again, want-to-own","biography (#174), library (#472), new (#149), nonfiction (#585), psychology (#56), award-winning (#133), climate-change (#32), diversity (#90), read-again (#63), want-to-own (#26)",read,,,,1,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",5,4.12,Bantam Books,Paperback,352,1978,1937,2024/06/25,2024/06/23,"classics, fiction, library, made-into-movie","classics (#171), fiction (#619), library (#492), made-into-movie (#185)",read,,,,1,0
55457493,"The Man Who Died Twice (Thursday Murder Club, #2)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,4.38,Penguin,Kindle Edition,422,2021,2021,,2024/06/22,"to-read, fiction, library","to-read (#291), fiction (#618), library (#491)",to-read,,,,0,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",5,3.88,Penguin,Kindle Edition,382,2020,2020,2024/06/22,2024/06/08,"fiction, library","fiction (#616), library (#485)",read,,,,1,0
226226,"Leading with the Heart: Coach K's Successful Strategies for Basketball, Business, and Life",Mike Krzyzewski,"Krzyzewski, Mike","Donald T. Phillips, Grant Hill","=""0446676780""","=""9780446676786""",5,4.20,Warner Business Books,Paperback,291,2001,2000,2024/06/20,2024/01/31,"audio, library, nonfiction, self-help, biography","audio (#137), library (#449), nonfiction (#572), self-help (#80), biography (#177)",read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu","Ken Liu, Cixin Liu","=""""","=""""",5,4.08,Tor Books,Hardcover,472,2014,2006,2019/08/16,2019/05/01,"award-winning, fiction, library, science-fiction, made-into-movie","award-winning (#62), fiction (#428), library (#59), science-fiction (#67), made-into-movie (#184)",read,,,,2,0
24972194,On the Move: A Life,Oliver Sacks,"Sacks, Oliver",,"=""0385352549""","=""9780385352543""",4,4.02,Knopf,Hardcover,397,2015,2015,2024/06/11,2015/06/22,"biography, history-of-science, nonfiction, science, audio, library, psychology","biography (#20), history-of-science (#27), nonfiction (#101), science (#89), audio (#49), library (#234), psychology (#60)",read,,,,1,0
1885478,Words of the Lagoon: Fishing and Marine Lore in the Palau District of Micronesia,R.E. Johannes,"Johannes, R.E.",,"=""0520080874""","=""9780520080874""",0,4.25,University of California Press,Paperback,245,1992,1981,,2024/06/10,"to-read, biology, highly-recommended, history-of-science, learning, nonfiction, ocean, science, island","to-read (#290), biology (#164), highly-recommended (#89), history-of-science (#122), learning (#73), nonfiction (#594), ocean (#103), science (#298), island (#41)",to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.34,NAL Trade,Paperback,976,2002,1989,,2014/02/09,"top-100-lifetime, fiction, kindle, thriller, history, abandoned","top-100-lifetime (#37), fiction (#60), kindle (#220), thriller (#35), history (#233), abandoned (#15)",abandoned,,,,1,0
58085250,A Molecule Away from Madness: Tales of the Hijacked Brain,Sara Manning Peskin,"Peskin, Sara Manning",,"=""1324002379""","=""9781324002376""",0,4.21,W. W. Norton & Company,Hardcover,214,2022,2022,,2024/06/09,"to-read, audio, biology, highly-recommended, learning, library, nonfiction, science, psychology","to-read (#289), audio (#153), biology (#163), highly-recommended (#88), learning (#72), library (#489), nonfiction (#593), science (#297), psychology (#59)",to-read,,,,0,0
197798168,All Fours,Miranda July,"July, Miranda",,"=""0593190262""","=""9780593190265""",5,3.89,Riverhead Books,Hardcover,336,2024,2024,2024/06/08,2024/05/16,"chick-lit, fiction, humor, library, new","chick-lit (#45), fiction (#614), humor (#47), library (#482), new (#154)",read,,,,1,0
61828189,"Momfluenced: Inside the Maddening, Picture-Perfect World of Mommy Influencer Culture",Sara  Petersen,"Petersen, Sara",,"=""0807006637""","=""9780807006634""",4,3.35,Beacon Press,Hardcover,320,2023,2023,2024/06/02,2024/01/07,"chick-lit, library, nonfiction","chick-lit (#41), library (#445), nonfiction (#569)",read,,,,1,0
36529,Narrative of the Life of Frederick Douglass,Frederick Douglass,"Douglass, Frederick",,"=""1580495761""","=""9781580495769""",5,4.11,Prestwick House Inc.,Paperback,158,2004,1845,2024/06/01,2024/03/03,"biography, diversity, history, library, audio, classics, emotional, nonfiction","biography (#172), diversity (#86), history (#235), library (#463), audio (#146), classics (#168), emotional (#78), nonfiction (#590)",read,,,,1,0
32279524,Blitzed: Drugs in the Third Reich,Norman Ohler,"Ohler, Norman",Shaun Whiteside,"=""""","=""""",4,4.05,Mariner Books,Kindle Edition,306,2017,2015,2020/05/27,2016/12/10,"history, nonfiction, library","history (#73), nonfiction (#149), library (#33)",read,,,,1,0
176443264,The Age of Magical Overthinking: Notes on Modern Irrationality,Amanda Montell,"Montell, Amanda",,"=""1668007975""","=""9781668007976""",4,3.57,Atria/One Signal Publishers,Hardcover,272,2024,2024,2024/05/27,2024/04/14,"library, new, nonfiction, psychology","library (#473), new (#150), nonfiction (#586), psychology (#57)",read,,,,1,0
203578847,"Wind and Truth (The Stormlight Archive, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250319188""","=""9781250319180""",0,4.67,Tor Books,Hardcover,1344,2024,2024,,2024/02/04,"to-read, fiction, fantasy","to-read (#284), fiction (#615), fantasy (#103)",to-read,,,,0,0
206571264,Coming Home,Brittney Griner,"Griner, Brittney",Michelle Burford,"=""0593801342""","=""9780593801345""",3,4.43,Knopf,Hardcover,320,2024,2024,2024/05/27,2024/05/25,"audio, biography, diversity, emotional, library, new, nonfiction","audio (#151), biography (#176), diversity (#87), emotional (#77), library (#483), new (#155), nonfiction (#589)",read,,,,1,0
22609341,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,"Nagoski, Emily",,"=""1476762090""","=""9781476762098""",4,4.29,Simon & Schuster,Paperback,400,2015,2015,2024/05/21,2024/03/18,"biology, chick-lit, library, nonfiction, science, history-of-science, psychology, read-again, self-help","biology (#161), chick-lit (#43), library (#466), nonfiction (#580), science (#294), history-of-science (#121), psychology (#58), read-again (#62), self-help (#86)",read,,,,1,0
41824029,Napkin Finance: Build Your Wealth in 30 Seconds or Less,Tina Hay,"Hay, Tina",,"=""0062915029""","=""9780062915023""",4,3.69,Dey Street Books,ebook,288,2019,2019,2024/05/12,2024/02/18,"nonfiction, st-thomas, self-help","nonfiction (#576), st-thomas (#114), self-help (#82)",read,,,,1,0
58537334,Life on the Rocks: Building a Future for Coral Reefs,Juli Berwald,"Berwald, Juli",,"=""0593087305""","=""9780593087305""",4,3.87,Riverhead Books,Hardcover,336,2022,2022,2024/05/09,2023/05/10,"biology, climate-change, diving, new, nonfiction, ocean, review, science, library","biology (#158), climate-change (#29), diving (#42), new (#122), nonfiction (#542), ocean (#99), review (#161), science (#279), library (#481)",read,,,,1,0
37506228,Weather,Jenny Offill,"Offill, Jenny",,"=""0385351100""","=""9780385351102""",5,3.55,Knopf,Hardcover,208,2020,2020,2024/05/08,2023/02/13,"audio, climate-change, fiction, library","audio (#115), climate-change (#26), fiction (#600), library (#399)",read,,,,1,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",5,4.14,Ballantine Books,Hardcover,352,2016,2016,2017/03/19,2016/12/27,"fiction, science-fiction, kindle, philosophy, read-again, favorites, st-thomas, review, made-into-movie","fiction (#307), science-fiction (#25), kindle (#85), philosophy (#15), read-again (#13), favorites (#41), st-thomas (#4), review (#23), made-into-movie (#183)",read,,,,2,0
781787,Out of Africa,Isak Dinesen,"Dinesen, Isak",Karen Blixen,"=""0679600213""","=""9780679600213""",4,3.92,The Modern Library,Hardcover,401,1992,1937,2024/05/05,2014/02/09,"top-100-lifetime, audio, library, nonfiction, biography, classics, history","top-100-lifetime (#79), audio (#55), library (#262), nonfiction (#519), biography (#175), classics (#170), history (#241)",read,,,,1,0
89635,How the Universe Got Its Spots: Diary of a Finite Time in a Finite Space,Janna Levin,"Levin, Janna",Oksana Kushnir,"=""1400032725""","=""9781400032723""",0,3.97,Anchor,Paperback,240,2003,2002,,2016/02/07,"to-read, highly-recommended, history-of-science, learning, nonfiction, science, space, library-open, library","to-read (#174), highly-recommended (#21), history-of-science (#36), learning (#11), nonfiction (#130), science (#108), space (#21), library-open (#36), library (#479)",to-read,,,,0,0
36755779,Rising: Dispatches from the New American Shore,Elizabeth Rush,"Rush, Elizabeth",,"=""1571313672""","=""9781571313676""",0,4.18,Milkweed Editions,Hardcover,299,2018,2018,,2020/11/12,"to-read, island, learning, nonfiction, ocean, science, library","to-read (#255), island (#32), learning (#49), nonfiction (#370), ocean (#73), science (#211), library (#478)",to-read,,,,0,0
184327,"The Demon Under the Microscope: From Battlefield Hospitals to Nazi Labs, One Doctor's Heroic Search for the World's First Miracle Drug",Thomas Hager,"Hager, Thomas",,"=""1400082137""","=""9781400082131""",0,4.09,Harmony,Hardcover,352,2006,2006,,2019/03/17,"to-read, biology, history, history-of-science, learning, nonfiction, science, library","to-read (#236), biology (#88), history (#130), history-of-science (#64), learning (#37), nonfiction (#269), science (#177), library (#477)",to-read,,,,0,0
27209433,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,"Isenberg, Nancy",,"=""0670785970""","=""9780670785971""",3,3.76,Viking Pr,Hardcover,460,2016,2016,2024/04/30,2024/04/14,"history, library, nonfiction","history (#239), library (#471), nonfiction (#584)",read,,,,1,0
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,"=""0060987103""","=""9780060987107""",3,3.54,ReganBooks,Paperback,406,2000,1995,,2014/12/18,"fiction, fantasy, st-thomas","fiction (#213), fantasy (#75), st-thomas (#115)",read,,,,2,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",3,4.39,Ecco,Hardcover,360,2022,2022,2024/04/27,2024/04/22,"audio, chick-lit, fiction, library, new","audio (#150), chick-lit (#44), fiction (#613), library (#475), new (#151)",read,,,,1,0
4025788,"Chasing Science at Sea: Racing Hurricanes, Stalking Sharks, and Living Undersea with Ocean Experts",Ellen Prager,"Prager, Ellen",,"=""0226678709""","=""9780226678702""",4,3.77,University of Chicago Press,Hardcover,178,2008,2008,2024/04/24,2022/10/09,"biology, biography, diving, nonfiction, ocean, review, science, kindle, history, history-of-science","biology (#145), biography (#138), diving (#39), nonfiction (#495), ocean (#95), review (#159), science (#264), kindle (#377), history (#240), history-of-science (#119)",read,,,,1,0
32307358,"Origin (Robert Langdon, #5)",Dan       Brown,"Brown, Dan",,"=""""","=""""",4,3.89,Doubleday ,Kindle Edition,482,2017,2017,,2024/04/24,,,read,Where do we come from? Where are we going?<br/>A thrilling philosophical adventure in the classic Robert Langdon style.,,,0,0
16884,The Making of the Atomic Bomb,Richard Rhodes,"Rhodes, Richard",,"=""0684813785""","=""9780684813783""",4,4.39,Simon & Schuster,Paperback,886,1995,1986,2024/04/22,2015/04/23,"nonfiction, history, history-of-science, science, library","nonfiction (#63), history (#26), history-of-science (#10), science (#70), library (#476)",read,,,,1,0
197773418,Slow Productivity: The Lost Art of Accomplishment Without Burnout,Cal Newport,"Newport, Cal",,"=""0593544854""","=""9780593544853""",4,3.75,Portfolio,Hardcover,244,2024,2024,2024/04/05,2024/03/31,"library, new, nonfiction, self-help, psychology, read-again","library (#468), new (#147), nonfiction (#581), self-help (#85), psychology (#55), read-again (#61)",read,,,,2,0
123027172,Leslie F*cking Jones,Leslie     Jones,"Jones, Leslie",,"=""1538706490""","=""9781538706497""",4,4.12,Grand Central Publishing,Hardcover,288,2023,2023,2024/04/15,2024/01/31,"audio, biography, diversity, humor, library, new, nonfiction, emotional","audio (#136), biography (#168), diversity (#84), humor (#45), library (#448), new (#145), nonfiction (#571), emotional (#76)",read,,,,1,0
58468990,The Paris Apartment,Lucy Foley,"Foley, Lucy",,"=""0063003058""","=""9780063003057""",1,3.66,William Morrow,Hardcover,360,2022,2022,2024/04/14,2024/04/06,,,read,,,,1,0
18194765,Draft No. 4: On the Writing Process,John McPhee,"McPhee, John",,"=""""","=""""",0,4.09,The New Yorker,Hardcover,208,2013,2013,,2019/10/13,"to-read, books-about-books, learning, nonfiction, recommended, audio, library","to-read (#242), books-about-books (#10), learning (#44), nonfiction (#290), recommended (#3), audio (#149), library (#474)",to-read,,,,0,0
28194,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""0439709105""","=""9780439709101""",5,3.92,Scholastic Paperbacks,Paperback,563,2005,2003,2014/08/02,2014/02/09,"fantasy, fiction, guestroom, young-adult, books-about-books, st-thomas, favorites","fantasy (#34), fiction (#419), guestroom (#21), young-adult (#30), books-about-books (#4), st-thomas (#102), favorites (#60)",read,,,,2,0
141310682,Limitarianism,Ingrid Robeyns,"Robeyns, Ingrid",,"=""0241578191""","=""9780241578193""",0,3.98,Penguin,Hardcover,319,2024,,,2024/04/01,"to-read, audio, learning, library, new, nonfiction, philosophy","to-read (#287), audio (#148), learning (#70), library (#470), new (#148), nonfiction (#583), philosophy (#77)",to-read,,,,0,0
431321,And the Sea Will Tell,Vincent Bugliosi,"Bugliosi, Vincent",Bruce   Henderson,"=""0393327965""","=""9780393327960""",0,3.96,W. W. Norton & Company,Paperback,729,2006,1991,,2024/04/01,"to-read, audio, highly-recommended, history, island, library, nonfiction, ocean","to-read (#286), audio (#147), highly-recommended (#86), history (#238), island (#40), library (#469), nonfiction (#582), ocean (#102)",to-read,,,,0,0
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",5,4.14,Knopf,Hardcover,288,2018,2018,2024/03/30,2024/03/18,"library, nonfiction, history, read-again, want-to-own","library (#465), nonfiction (#579), history (#237), read-again (#60), want-to-own (#25)",read,,,,1,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",5,4.23,Rupa & Co,Paperback,127,2003,1923,2024/03/29,2024/03/24,"classics, library, philosophy, fiction, self-help, short-classics, want-to-own, read-again","classics (#169), library (#467), philosophy (#76), fiction (#612), self-help (#84), short-classics (#32), want-to-own (#24), read-again (#59)",read,,,,2,0
58451132,Aquanaut: A Life Beneath The Surface – The Inside Story of the Thai Cave Rescue,Rick Stanton,"Stanton, Rick",,"=""""","=""""",5,4.37,Penguin,Kindle Edition,423,2021,2021,2024/03/24,2024/02/20,"audio, biography, diving, library, nonfiction, emotional, read-again","audio (#140), biography (#170), diving (#44), library (#457), nonfiction (#577), emotional (#75), read-again (#58)",read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",3,4.02,Cambridge University Press,Paperback,289,2005,1601,2024/03/23,2014/02/09,"top-100-lifetime, fiction, classics, bbc, guestroom, kindle","top-100-lifetime (#15), fiction (#37), classics (#8), bbc (#3), guestroom (#15), kindle (#135)",read,,,,1,0
